data;
param V := 212;
param E := 
66 137 1
66 153 1
66 209 1
67 104 1
67 108 1
67 113 1
67 128 1
67 132 1
67 137 1
67 153 1
67 209 1
68 107 1
68 111 1
68 114 1
68 131 1
68 135 1
68 138 1
68 153 1
68 209 1
69 106 1
69 110 1
69 114 1
69 130 1
69 134 1
69 138 1
69 153 1
69 209 1
70 109 1
70 112 1
70 115 1
70 133 1
70 136 1
70 139 1
70 153 1
70 209 1
71 108 1
71 112 1
71 115 1
71 132 1
71 136 1
71 139 1
71 153 1
71 209 1
72 110 1
72 111 1
72 113 1
72 114 1
72 115 1
72 134 1
72 135 1
72 137 1
72 138 1
72 139 1
72 153 1
72 209 1
73 106 1
73 107 1
73 112 1
73 114 1
73 115 1
73 130 1
73 131 1
73 136 1
73 138 1
73 139 1
73 153 1
73 209 1
74 108 1
74 109 1
74 112 1
74 113 1
74 115 1
74 132 1
74 133 1
74 136 1
74 137 1
74 139 1
74 153 1
74 209 1
75 110 1
75 111 1
75 112 1
75 113 1
75 114 1
75 134 1
75 135 1
75 136 1
75 137 1
75 138 1
75 153 1
75 209 1
76 117 1
76 119 1
76 141 1
76 143 1
76 154 1
76 209 1
77 116 1
77 118 1
77 140 1
77 142 1
77 154 1
77 209 1
78 117 1
78 121 1
78 125 1
78 141 1
78 145 1
78 149 1
78 154 1
78 209 1
79 116 1
79 120 1
79 125 1
79 140 1
79 144 1
79 149 1
79 154 1
79 209 1
80 119 1
80 123 1
80 126 1
80 143 1
80 147 1
80 150 1
80 154 1
80 209 1
81 118 1
81 122 1
81 126 1
81 142 1
81 146 1
81 150 1
81 154 1
81 209 1
82 121 1
82 124 1
82 127 1
82 145 1
82 148 1
82 151 1
82 154 1
82 209 1
83 120 1
83 124 1
83 127 1
83 144 1
83 148 1
83 151 1
83 154 1
83 209 1
84 122 1
84 123 1
84 125 1
84 126 1
84 127 1
84 146 1
84 147 1
84 149 1
84 150 1
84 151 1
84 154 1
84 209 1
85 118 1
85 119 1
85 124 1
85 126 1
85 127 1
85 142 1
85 143 1
85 148 1
85 150 1
85 151 1
85 154 1
85 209 1
86 120 1
86 121 1
86 124 1
86 125 1
86 127 1
86 144 1
86 145 1
86 148 1
86 149 1
86 151 1
86 154 1
86 209 1
87 122 1
87 123 1
87 124 1
87 125 1
87 126 1
87 146 1
87 147 1
87 148 1
87 149 1
87 150 1
87 154 1
87 209 1
88 129 1
88 131 1
88 152 1
88 155 1
88 209 1
89 128 1
89 130 1
89 152 1
89 155 1
89 209 1
90 129 1
90 133 1
90 137 1
90 152 1
90 155 1
90 209 1
91 128 1
91 132 1
91 137 1
91 152 1
91 155 1
91 209 1
92 131 1
92 135 1
92 138 1
92 152 1
92 155 1
92 209 1
93 130 1
93 134 1
93 138 1
93 152 1
93 155 1
93 209 1
94 133 1
94 136 1
94 139 1
94 152 1
94 155 1
94 209 1
95 132 1
95 136 1
95 139 1
95 152 1
95 155 1
95 209 1
96 134 1
96 135 1
96 137 1
96 138 1
96 139 1
96 152 1
96 155 1
96 209 1
97 130 1
97 131 1
97 136 1
97 138 1
97 139 1
97 152 1
97 155 1
97 209 1
98 132 1
98 133 1
98 136 1
98 137 1
98 139 1
98 152 1
98 155 1
98 209 1
99 134 1
99 135 1
99 136 1
99 137 1
99 138 1
99 152 1
99 155 1
99 209 1
100 140 1
100 141 1
100 142 1
100 143 1
100 144 1
100 145 1
100 146 1
100 147 1
100 148 1
100 149 1
100 150 1
100 151 1
100 153 1
100 154 1
100 155 1
100 209 1
101 116 1
101 117 1
101 118 1
101 119 1
101 120 1
101 121 1
101 122 1
101 123 1
101 124 1
101 125 1
101 126 1
101 127 1
101 152 1
101 154 1
101 155 1
101 209 1
102 128 1
102 129 1
102 130 1
102 131 1
102 132 1
102 133 1
102 134 1
102 135 1
102 136 1
102 137 1
102 138 1
102 139 1
102 152 1
102 153 1
102 155 1
102 209 1
103 140 1
103 141 1
103 142 1
103 143 1
103 144 1
103 145 1
103 146 1
103 147 1
103 148 1
103 149 1
103 150 1
103 151 1
103 152 1
103 153 1
103 154 1
103 209 1
104 157 1
104 159 1
104 169 1
104 171 1
104 210 1
105 156 1
105 158 1
105 168 1
105 170 1
105 210 1
106 157 1
106 161 1
106 165 1
106 169 1
106 173 1
106 177 1
106 210 1
107 156 1
107 160 1
107 165 1
107 168 1
107 172 1
107 177 1
107 210 1
108 159 1
108 163 1
108 166 1
108 171 1
108 175 1
108 178 1
108 210 1
109 158 1
109 162 1
109 166 1
109 170 1
109 174 1
109 178 1
109 210 1
110 161 1
110 164 1
110 167 1
110 173 1
110 176 1
110 179 1
110 210 1
111 160 1
111 164 1
111 167 1
111 172 1
111 176 1
111 179 1
111 210 1
112 162 1
112 163 1
112 165 1
112 166 1
112 167 1
112 174 1
112 175 1
112 177 1
112 178 1
112 179 1
112 210 1
113 158 1
113 159 1
113 164 1
113 166 1
113 167 1
113 170 1
113 171 1
113 176 1
113 178 1
113 179 1
113 210 1
114 160 1
114 161 1
114 164 1
114 165 1
114 167 1
114 172 1
114 173 1
114 176 1
114 177 1
114 179 1
114 210 1
115 162 1
115 163 1
115 164 1
115 165 1
115 166 1
115 174 1
115 175 1
115 176 1
115 177 1
115 178 1
115 210 1
116 157 1
116 159 1
116 181 1
116 183 1
116 205 1
116 210 1
117 156 1
117 158 1
117 180 1
117 182 1
117 205 1
117 210 1
118 157 1
118 161 1
118 165 1
118 181 1
118 185 1
118 189 1
118 205 1
118 210 1
119 156 1
119 160 1
119 165 1
119 180 1
119 184 1
119 189 1
119 205 1
119 210 1
120 159 1
120 163 1
120 166 1
120 183 1
120 187 1
120 190 1
120 205 1
120 210 1
121 158 1
121 162 1
121 166 1
121 182 1
121 186 1
121 190 1
121 205 1
121 210 1
122 161 1
122 164 1
122 167 1
122 185 1
122 188 1
122 191 1
122 205 1
122 210 1
123 160 1
123 164 1
123 167 1
123 184 1
123 188 1
123 191 1
123 205 1
123 210 1
124 162 1
124 163 1
124 165 1
124 166 1
124 167 1
124 186 1
124 187 1
124 189 1
124 190 1
124 191 1
124 205 1
124 210 1
125 158 1
125 159 1
125 164 1
125 166 1
125 167 1
125 182 1
125 183 1
125 188 1
125 190 1
125 191 1
125 205 1
125 210 1
126 160 1
126 161 1
126 164 1
126 165 1
126 167 1
126 184 1
126 185 1
126 188 1
126 189 1
126 191 1
126 205 1
126 210 1
127 162 1
127 163 1
127 164 1
127 165 1
127 166 1
127 186 1
127 187 1
127 188 1
127 189 1
127 190 1
127 205 1
127 210 1
128 169 1
128 171 1
128 193 1
128 195 1
128 206 1
128 210 1
129 168 1
129 170 1
129 192 1
129 194 1
129 206 1
129 210 1
130 169 1
130 173 1
130 177 1
130 193 1
130 197 1
130 201 1
130 206 1
130 210 1
131 168 1
131 172 1
131 177 1
131 192 1
131 196 1
131 201 1
131 206 1
131 210 1
132 171 1
132 175 1
132 178 1
132 195 1
132 199 1
132 202 1
132 206 1
132 210 1
133 170 1
133 174 1
133 178 1
133 194 1
133 198 1
133 202 1
133 206 1
133 210 1
134 173 1
134 176 1
134 179 1
134 197 1
134 200 1
134 203 1
134 206 1
134 210 1
135 172 1
135 176 1
135 179 1
135 196 1
135 200 1
135 203 1
135 206 1
135 210 1
136 174 1
136 175 1
136 177 1
136 178 1
136 179 1
136 198 1
136 199 1
136 201 1
136 202 1
136 203 1
136 206 1
136 210 1
137 170 1
137 171 1
137 176 1
137 178 1
137 179 1
137 194 1
137 195 1
137 200 1
137 202 1
137 203 1
137 206 1
137 210 1
138 172 1
138 173 1
138 176 1
138 177 1
138 179 1
138 196 1
138 197 1
138 200 1
138 201 1
138 203 1
138 206 1
138 210 1
139 174 1
139 175 1
139 176 1
139 177 1
139 178 1
139 198 1
139 199 1
139 200 1
139 201 1
139 202 1
139 206 1
139 210 1
140 181 1
140 183 1
140 204 1
140 207 1
140 210 1
141 180 1
141 182 1
141 204 1
141 207 1
141 210 1
142 181 1
142 185 1
142 189 1
142 204 1
142 207 1
142 210 1
143 180 1
143 184 1
143 189 1
143 204 1
143 207 1
143 210 1
144 183 1
144 187 1
144 190 1
144 204 1
144 207 1
144 210 1
145 182 1
145 186 1
145 190 1
145 204 1
145 207 1
145 210 1
146 185 1
146 188 1
146 191 1
146 204 1
146 207 1
146 210 1
147 184 1
147 188 1
147 191 1
147 204 1
147 207 1
147 210 1
148 186 1
148 187 1
148 189 1
148 190 1
148 191 1
148 204 1
148 207 1
148 210 1
149 182 1
149 183 1
149 188 1
149 190 1
149 191 1
149 204 1
149 207 1
149 210 1
150 184 1
150 185 1
150 188 1
150 189 1
150 191 1
150 204 1
150 207 1
150 210 1
151 186 1
151 187 1
151 188 1
151 189 1
151 190 1
151 204 1
151 207 1
151 210 1
152 192 1
152 193 1
152 194 1
152 195 1
152 196 1
152 197 1
152 198 1
152 199 1
152 200 1
152 201 1
152 202 1
152 203 1
152 205 1
152 206 1
152 207 1
152 210 1
153 168 1
153 169 1
153 170 1
153 171 1
153 172 1
153 173 1
153 174 1
153 175 1
153 176 1
153 177 1
153 178 1
153 179 1
153 204 1
153 206 1
153 207 1
153 210 1
154 180 1
154 181 1
154 182 1
154 183 1
154 184 1
154 185 1
154 186 1
154 187 1
154 188 1
154 189 1
154 190 1
154 191 1
154 204 1
154 205 1
154 207 1
154 210 1
155 192 1
155 193 1
155 194 1
155 195 1
155 196 1
155 197 1
155 198 1
155 199 1
155 200 1
155 201 1
155 202 1
155 203 1
155 204 1
155 205 1
155 206 1
155 210 1
156 208 1
156 211 1
157 208 1
157 211 1
158 208 1
158 211 1
159 208 1
159 211 1
160 208 1
160 211 1
161 208 1
161 211 1
162 208 1
162 211 1
163 208 1
163 211 1
164 208 1
164 211 1
165 208 1
165 211 1
166 208 1
166 211 1
167 208 1
167 211 1
168 208 1
168 211 1
169 208 1
169 211 1
170 208 1
170 211 1
171 208 1
171 211 1
172 208 1
172 211 1
173 208 1
173 211 1
174 208 1
174 211 1
175 208 1
175 211 1
176 208 1
176 211 1
177 208 1
177 211 1
178 208 1
178 211 1
179 208 1
179 211 1
180 208 1
180 211 1
181 208 1
181 211 1
182 208 1
182 211 1
183 208 1
183 211 1
184 208 1
184 211 1
185 208 1
185 211 1
186 208 1
186 211 1
187 208 1
187 211 1
188 208 1
188 211 1
189 208 1
189 211 1
190 208 1
190 211 1
191 208 1
191 211 1
192 208 1
192 211 1
193 208 1
193 211 1
194 208 1
194 211 1
195 208 1
195 211 1
196 208 1
196 211 1
197 208 1
197 211 1
198 208 1
198 211 1
199 208 1
199 211 1
200 208 1
200 211 1
201 208 1
201 211 1
202 208 1
202 211 1
203 208 1
203 211 1
204 208 1
204 211 1
205 208 1
205 211 1
206 208 1
206 211 1
207 208 1
207 211 1
208 209 1
208 210 1
208 211 1
209 210 1
209 211 1
210 211 1
;
end;
