data;
param V := 169;
param E := 
7 35 1
7 49 1
7 63 1
7 77 1
7 19 1
7 31 1
7 43 1
7 55 1
7 67 1
7 79 1
7 91 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 20 1
7 33 1
7 46 1
7 59 1
7 72 1
7 85 1
7 98 1
7 111 1
7 124 1
7 137 1
7 150 1
7 163 1
7 6 1
7 5 1
7 4 1
7 3 1
7 2 1
7 1 1
7 0 1
8 22 1
8 36 1
8 50 1
8 64 1
8 20 1
8 32 1
8 44 1
8 56 1
8 68 1
8 80 1
8 92 1
8 104 1
8 9 1
8 10 1
8 11 1
8 12 1
8 21 1
8 34 1
8 47 1
8 60 1
8 73 1
8 86 1
8 99 1
8 112 1
8 125 1
8 138 1
8 151 1
8 164 1
8 7 1
8 6 1
8 5 1
8 4 1
8 3 1
8 2 1
8 1 1
8 0 1
9 23 1
9 37 1
9 51 1
9 21 1
9 33 1
9 45 1
9 57 1
9 69 1
9 81 1
9 93 1
9 105 1
9 117 1
9 10 1
9 11 1
9 12 1
9 22 1
9 35 1
9 48 1
9 61 1
9 74 1
9 87 1
9 100 1
9 113 1
9 126 1
9 139 1
9 152 1
9 165 1
9 8 1
9 7 1
9 6 1
9 5 1
9 4 1
9 3 1
9 2 1
9 1 1
9 0 1
10 24 1
10 38 1
10 22 1
10 34 1
10 46 1
10 58 1
10 70 1
10 82 1
10 94 1
10 106 1
10 118 1
10 130 1
10 11 1
10 12 1
10 23 1
10 36 1
10 49 1
10 62 1
10 75 1
10 88 1
10 101 1
10 114 1
10 127 1
10 140 1
10 153 1
10 166 1
10 9 1
10 8 1
10 7 1
10 6 1
10 5 1
10 4 1
10 3 1
10 2 1
10 1 1
10 0 1
11 25 1
11 23 1
11 35 1
11 47 1
11 59 1
11 71 1
11 83 1
11 95 1
11 107 1
11 119 1
11 131 1
11 143 1
11 12 1
11 24 1
11 37 1
11 50 1
11 63 1
11 76 1
11 89 1
11 102 1
11 115 1
11 128 1
11 141 1
11 154 1
11 167 1
11 10 1
11 9 1
11 8 1
11 7 1
11 6 1
11 5 1
11 4 1
11 3 1
11 2 1
11 1 1
11 0 1
12 24 1
12 36 1
12 48 1
12 60 1
12 72 1
12 84 1
12 96 1
12 108 1
12 120 1
12 132 1
12 144 1
12 156 1
12 25 1
12 38 1
12 51 1
12 64 1
12 77 1
12 90 1
12 103 1
12 116 1
12 129 1
12 142 1
12 155 1
12 168 1
12 11 1
12 10 1
12 9 1
12 8 1
12 7 1
12 6 1
12 5 1
12 4 1
12 3 1
12 2 1
12 1 1
12 0 1
13 27 1
13 41 1
13 55 1
13 69 1
13 83 1
13 97 1
13 111 1
13 125 1
13 139 1
13 153 1
13 167 1
13 14 1
13 15 1
13 16 1
13 17 1
13 18 1
13 19 1
13 20 1
13 21 1
13 22 1
13 23 1
13 24 1
13 25 1
13 26 1
13 39 1
13 52 1
13 65 1
13 78 1
13 91 1
13 104 1
13 117 1
13 130 1
13 143 1
13 156 1
13 1 1
13 0 1
14 28 1
14 42 1
14 56 1
14 70 1
14 84 1
14 98 1
14 112 1
14 126 1
14 140 1
14 154 1
14 168 1
14 26 1
14 15 1
14 16 1
14 17 1
14 18 1
14 19 1
14 20 1
14 21 1
14 22 1
14 23 1
14 24 1
14 25 1
14 27 1
14 40 1
14 53 1
14 66 1
14 79 1
14 92 1
14 105 1
14 118 1
14 131 1
14 144 1
14 157 1
14 13 1
14 2 1
14 1 1
14 0 1
15 29 1
15 43 1
15 57 1
15 71 1
15 85 1
15 99 1
15 113 1
15 127 1
15 141 1
15 155 1
15 27 1
15 39 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
15 21 1
15 22 1
15 23 1
15 24 1
15 25 1
15 28 1
15 41 1
15 54 1
15 67 1
15 80 1
15 93 1
15 106 1
15 119 1
15 132 1
15 145 1
15 158 1
15 14 1
15 13 1
15 3 1
15 2 1
15 1 1
16 30 1
16 44 1
16 58 1
16 72 1
16 86 1
16 100 1
16 114 1
16 128 1
16 142 1
16 28 1
16 40 1
16 52 1
16 17 1
16 18 1
16 19 1
16 20 1
16 21 1
16 22 1
16 23 1
16 24 1
16 25 1
16 29 1
16 42 1
16 55 1
16 68 1
16 81 1
16 94 1
16 107 1
16 120 1
16 133 1
16 146 1
16 159 1
16 15 1
16 14 1
16 13 1
16 4 1
16 3 1
16 2 1
17 31 1
17 45 1
17 59 1
17 73 1
17 87 1
17 101 1
17 115 1
17 129 1
17 29 1
17 41 1
17 53 1
17 65 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 24 1
17 25 1
17 30 1
17 43 1
17 56 1
17 69 1
17 82 1
17 95 1
17 108 1
17 121 1
17 134 1
17 147 1
17 160 1
17 16 1
17 15 1
17 14 1
17 13 1
17 5 1
17 4 1
17 3 1
18 32 1
18 46 1
18 60 1
18 74 1
18 88 1
18 102 1
18 116 1
18 30 1
18 42 1
18 54 1
18 66 1
18 78 1
18 19 1
18 20 1
18 21 1
18 22 1
18 23 1
18 24 1
18 25 1
18 31 1
18 44 1
18 57 1
18 70 1
18 83 1
18 96 1
18 109 1
18 122 1
18 135 1
18 148 1
18 161 1
18 17 1
18 16 1
18 15 1
18 14 1
18 13 1
18 6 1
18 5 1
18 4 1
19 33 1
19 47 1
19 61 1
19 75 1
19 89 1
19 103 1
19 31 1
19 43 1
19 55 1
19 67 1
19 79 1
19 91 1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
19 25 1
19 32 1
19 45 1
19 58 1
19 71 1
19 84 1
19 97 1
19 110 1
19 123 1
19 136 1
19 149 1
19 162 1
19 18 1
19 17 1
19 16 1
19 15 1
19 14 1
19 13 1
19 7 1
19 6 1
19 5 1
20 34 1
20 48 1
20 62 1
20 76 1
20 90 1
20 32 1
20 44 1
20 56 1
20 68 1
20 80 1
20 92 1
20 104 1
20 21 1
20 22 1
20 23 1
20 24 1
20 25 1
20 33 1
20 46 1
20 59 1
20 72 1
20 85 1
20 98 1
20 111 1
20 124 1
20 137 1
20 150 1
20 163 1
20 19 1
20 18 1
20 17 1
20 16 1
20 15 1
20 14 1
20 13 1
20 8 1
20 7 1
20 6 1
21 35 1
21 49 1
21 63 1
21 77 1
21 33 1
21 45 1
21 57 1
21 69 1
21 81 1
21 93 1
21 105 1
21 117 1
21 22 1
21 23 1
21 24 1
21 25 1
21 34 1
21 47 1
21 60 1
21 73 1
21 86 1
21 99 1
21 112 1
21 125 1
21 138 1
21 151 1
21 164 1
21 20 1
21 19 1
21 18 1
21 17 1
21 16 1
21 15 1
21 14 1
21 13 1
21 9 1
21 8 1
21 7 1
22 36 1
22 50 1
22 64 1
22 34 1
22 46 1
22 58 1
22 70 1
22 82 1
22 94 1
22 106 1
22 118 1
22 130 1
22 23 1
22 24 1
22 25 1
22 35 1
22 48 1
22 61 1
22 74 1
22 87 1
22 100 1
22 113 1
22 126 1
22 139 1
22 152 1
22 165 1
22 21 1
22 20 1
22 19 1
22 18 1
22 17 1
22 16 1
22 15 1
22 14 1
22 13 1
22 10 1
22 9 1
22 8 1
23 37 1
23 51 1
23 35 1
23 47 1
23 59 1
23 71 1
23 83 1
23 95 1
23 107 1
23 119 1
23 131 1
23 143 1
23 24 1
23 25 1
23 36 1
23 49 1
23 62 1
23 75 1
23 88 1
23 101 1
23 114 1
23 127 1
23 140 1
23 153 1
23 166 1
23 22 1
23 21 1
23 20 1
23 19 1
23 18 1
23 17 1
23 16 1
23 15 1
23 14 1
23 13 1
23 11 1
23 10 1
23 9 1
24 38 1
24 36 1
24 48 1
24 60 1
24 72 1
24 84 1
24 96 1
24 108 1
24 120 1
24 132 1
24 144 1
24 156 1
24 25 1
24 37 1
24 50 1
24 63 1
24 76 1
24 89 1
24 102 1
24 115 1
24 128 1
24 141 1
24 154 1
24 167 1
24 23 1
24 22 1
24 21 1
24 20 1
24 19 1
24 18 1
24 17 1
24 16 1
24 15 1
24 14 1
24 13 1
24 12 1
24 11 1
24 10 1
25 37 1
25 49 1
25 61 1
25 73 1
25 85 1
25 97 1
25 109 1
25 121 1
25 133 1
25 145 1
25 157 1
25 38 1
25 51 1
25 64 1
25 77 1
25 90 1
25 103 1
25 116 1
25 129 1
25 142 1
25 155 1
25 168 1
25 24 1
25 23 1
25 22 1
25 21 1
25 20 1
25 19 1
25 18 1
25 17 1
25 16 1
25 15 1
25 14 1
25 13 1
25 12 1
25 11 1
26 40 1
26 54 1
26 68 1
26 82 1
26 96 1
26 110 1
26 124 1
26 138 1
26 152 1
26 166 1
26 27 1
26 28 1
26 29 1
26 30 1
26 31 1
26 32 1
26 33 1
26 34 1
26 35 1
26 36 1
26 37 1
26 38 1
26 39 1
26 52 1
26 65 1
26 78 1
26 91 1
26 104 1
26 117 1
26 130 1
26 143 1
26 156 1
26 14 1
26 13 1
26 2 1
26 0 1
27 41 1
27 55 1
27 69 1
27 83 1
27 97 1
27 111 1
27 125 1
27 139 1
27 153 1
27 167 1
27 39 1
27 28 1
27 29 1
27 30 1
27 31 1
27 32 1
27 33 1
27 34 1
27 35 1
27 36 1
27 37 1
27 38 1
27 40 1
27 53 1
27 66 1
27 79 1
27 92 1
27 105 1
27 118 1
27 131 1
27 144 1
27 157 1
27 26 1
27 15 1
27 14 1
27 13 1
27 3 1
27 1 1
28 42 1
28 56 1
28 70 1
28 84 1
28 98 1
28 112 1
28 126 1
28 140 1
28 154 1
28 168 1
28 40 1
28 52 1
28 29 1
28 30 1
28 31 1
28 32 1
28 33 1
28 34 1
28 35 1
28 36 1
28 37 1
28 38 1
28 41 1
28 54 1
28 67 1
28 80 1
28 93 1
28 106 1
28 119 1
28 132 1
28 145 1
28 158 1
28 27 1
28 26 1
28 16 1
28 15 1
28 14 1
28 4 1
28 2 1
28 0 1
29 43 1
29 57 1
29 71 1
29 85 1
29 99 1
29 113 1
29 127 1
29 141 1
29 155 1
29 41 1
29 53 1
29 65 1
29 30 1
29 31 1
29 32 1
29 33 1
29 34 1
29 35 1
29 36 1
29 37 1
29 38 1
29 42 1
29 55 1
29 68 1
29 81 1
29 94 1
29 107 1
29 120 1
29 133 1
29 146 1
29 159 1
29 28 1
29 27 1
29 26 1
29 17 1
29 16 1
29 15 1
29 5 1
29 3 1
29 1 1
30 44 1
30 58 1
30 72 1
30 86 1
30 100 1
30 114 1
30 128 1
30 142 1
30 42 1
30 54 1
30 66 1
30 78 1
30 31 1
30 32 1
30 33 1
30 34 1
30 35 1
30 36 1
30 37 1
30 38 1
30 43 1
30 56 1
30 69 1
30 82 1
30 95 1
30 108 1
30 121 1
30 134 1
30 147 1
30 160 1
30 29 1
30 28 1
30 27 1
30 26 1
30 18 1
30 17 1
30 16 1
30 6 1
30 4 1
30 2 1
31 45 1
31 59 1
31 73 1
31 87 1
31 101 1
31 115 1
31 129 1
31 43 1
31 55 1
31 67 1
31 79 1
31 91 1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
31 37 1
31 38 1
31 44 1
31 57 1
31 70 1
31 83 1
31 96 1
31 109 1
31 122 1
31 135 1
31 148 1
31 161 1
31 30 1
31 29 1
31 28 1
31 27 1
31 26 1
31 19 1
31 18 1
31 17 1
31 7 1
31 5 1
31 3 1
32 46 1
32 60 1
32 74 1
32 88 1
32 102 1
32 116 1
32 44 1
32 56 1
32 68 1
32 80 1
32 92 1
32 104 1
32 33 1
32 34 1
32 35 1
32 36 1
32 37 1
32 38 1
32 45 1
32 58 1
32 71 1
32 84 1
32 97 1
32 110 1
32 123 1
32 136 1
32 149 1
32 162 1
32 31 1
32 30 1
32 29 1
32 28 1
32 27 1
32 26 1
32 20 1
32 19 1
32 18 1
32 8 1
32 6 1
32 4 1
33 47 1
33 61 1
33 75 1
33 89 1
33 103 1
33 45 1
33 57 1
33 69 1
33 81 1
33 93 1
33 105 1
33 117 1
33 34 1
33 35 1
33 36 1
33 37 1
33 38 1
33 46 1
33 59 1
33 72 1
33 85 1
33 98 1
33 111 1
33 124 1
33 137 1
33 150 1
33 163 1
33 32 1
33 31 1
33 30 1
33 29 1
33 28 1
33 27 1
33 26 1
33 21 1
33 20 1
33 19 1
33 9 1
33 7 1
33 5 1
34 48 1
34 62 1
34 76 1
34 90 1
34 46 1
34 58 1
34 70 1
34 82 1
34 94 1
34 106 1
34 118 1
34 130 1
34 35 1
34 36 1
34 37 1
34 38 1
34 47 1
34 60 1
34 73 1
34 86 1
34 99 1
34 112 1
34 125 1
34 138 1
34 151 1
34 164 1
34 33 1
34 32 1
34 31 1
34 30 1
34 29 1
34 28 1
34 27 1
34 26 1
34 22 1
34 21 1
34 20 1
34 10 1
34 8 1
34 6 1
35 49 1
35 63 1
35 77 1
35 47 1
35 59 1
35 71 1
35 83 1
35 95 1
35 107 1
35 119 1
35 131 1
35 143 1
35 36 1
35 37 1
35 38 1
35 48 1
35 61 1
35 74 1
35 87 1
35 100 1
35 113 1
35 126 1
35 139 1
35 152 1
35 165 1
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 29 1
35 28 1
35 27 1
35 26 1
35 23 1
35 22 1
35 21 1
35 11 1
35 9 1
35 7 1
36 50 1
36 64 1
36 48 1
36 60 1
36 72 1
36 84 1
36 96 1
36 108 1
36 120 1
36 132 1
36 144 1
36 156 1
36 37 1
36 38 1
36 49 1
36 62 1
36 75 1
36 88 1
36 101 1
36 114 1
36 127 1
36 140 1
36 153 1
36 166 1
36 35 1
36 34 1
36 33 1
36 32 1
36 31 1
36 30 1
36 29 1
36 28 1
36 27 1
36 26 1
36 24 1
36 23 1
36 22 1
36 12 1
36 10 1
36 8 1
37 51 1
37 49 1
37 61 1
37 73 1
37 85 1
37 97 1
37 109 1
37 121 1
37 133 1
37 145 1
37 157 1
37 38 1
37 50 1
37 63 1
37 76 1
37 89 1
37 102 1
37 115 1
37 128 1
37 141 1
37 154 1
37 167 1
37 36 1
37 35 1
37 34 1
37 33 1
37 32 1
37 31 1
37 30 1
37 29 1
37 28 1
37 27 1
37 26 1
37 25 1
37 24 1
37 23 1
37 11 1
37 9 1
38 50 1
38 62 1
38 74 1
38 86 1
38 98 1
38 110 1
38 122 1
38 134 1
38 146 1
38 158 1
38 51 1
38 64 1
38 77 1
38 90 1
38 103 1
38 116 1
38 129 1
38 142 1
38 155 1
38 168 1
38 37 1
38 36 1
38 35 1
38 34 1
38 33 1
38 32 1
38 31 1
38 30 1
38 29 1
38 28 1
38 27 1
38 26 1
38 25 1
38 24 1
38 12 1
38 10 1
39 53 1
39 67 1
39 81 1
39 95 1
39 109 1
39 123 1
39 137 1
39 151 1
39 165 1
39 40 1
39 41 1
39 42 1
39 43 1
39 44 1
39 45 1
39 46 1
39 47 1
39 48 1
39 49 1
39 50 1
39 51 1
39 52 1
39 65 1
39 78 1
39 91 1
39 104 1
39 117 1
39 130 1
39 143 1
39 156 1
39 27 1
39 26 1
39 15 1
39 13 1
39 3 1
39 0 1
40 54 1
40 68 1
40 82 1
40 96 1
40 110 1
40 124 1
40 138 1
40 152 1
40 166 1
40 52 1
40 41 1
40 42 1
40 43 1
40 44 1
40 45 1
40 46 1
40 47 1
40 48 1
40 49 1
40 50 1
40 51 1
40 53 1
40 66 1
40 79 1
40 92 1
40 105 1
40 118 1
40 131 1
40 144 1
40 157 1
40 39 1
40 28 1
40 27 1
40 26 1
40 16 1
40 14 1
40 4 1
40 1 1
41 55 1
41 69 1
41 83 1
41 97 1
41 111 1
41 125 1
41 139 1
41 153 1
41 167 1
41 53 1
41 65 1
41 42 1
41 43 1
41 44 1
41 45 1
41 46 1
41 47 1
41 48 1
41 49 1
41 50 1
41 51 1
41 54 1
41 67 1
41 80 1
41 93 1
41 106 1
41 119 1
41 132 1
41 145 1
41 158 1
41 40 1
41 39 1
41 29 1
41 28 1
41 27 1
41 17 1
41 15 1
41 13 1
41 5 1
41 2 1
42 56 1
42 70 1
42 84 1
42 98 1
42 112 1
42 126 1
42 140 1
42 154 1
42 168 1
42 54 1
42 66 1
42 78 1
42 43 1
42 44 1
42 45 1
42 46 1
42 47 1
42 48 1
42 49 1
42 50 1
42 51 1
42 55 1
42 68 1
42 81 1
42 94 1
42 107 1
42 120 1
42 133 1
42 146 1
42 159 1
42 41 1
42 40 1
42 39 1
42 30 1
42 29 1
42 28 1
42 18 1
42 16 1
42 14 1
42 6 1
42 3 1
42 0 1
43 57 1
43 71 1
43 85 1
43 99 1
43 113 1
43 127 1
43 141 1
43 155 1
43 55 1
43 67 1
43 79 1
43 91 1
43 44 1
43 45 1
43 46 1
43 47 1
43 48 1
43 49 1
43 50 1
43 51 1
43 56 1
43 69 1
43 82 1
43 95 1
43 108 1
43 121 1
43 134 1
43 147 1
43 160 1
43 42 1
43 41 1
43 40 1
43 39 1
43 31 1
43 30 1
43 29 1
43 19 1
43 17 1
43 15 1
43 7 1
43 4 1
43 1 1
44 58 1
44 72 1
44 86 1
44 100 1
44 114 1
44 128 1
44 142 1
44 56 1
44 68 1
44 80 1
44 92 1
44 104 1
44 45 1
44 46 1
44 47 1
44 48 1
44 49 1
44 50 1
44 51 1
44 57 1
44 70 1
44 83 1
44 96 1
44 109 1
44 122 1
44 135 1
44 148 1
44 161 1
44 43 1
44 42 1
44 41 1
44 40 1
44 39 1
44 32 1
44 31 1
44 30 1
44 20 1
44 18 1
44 16 1
44 8 1
44 5 1
44 2 1
45 59 1
45 73 1
45 87 1
45 101 1
45 115 1
45 129 1
45 57 1
45 69 1
45 81 1
45 93 1
45 105 1
45 117 1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
45 51 1
45 58 1
45 71 1
45 84 1
45 97 1
45 110 1
45 123 1
45 136 1
45 149 1
45 162 1
45 44 1
45 43 1
45 42 1
45 41 1
45 40 1
45 39 1
45 33 1
45 32 1
45 31 1
45 21 1
45 19 1
45 17 1
45 9 1
45 6 1
45 3 1
46 60 1
46 74 1
46 88 1
46 102 1
46 116 1
46 58 1
46 70 1
46 82 1
46 94 1
46 106 1
46 118 1
46 130 1
46 47 1
46 48 1
46 49 1
46 50 1
46 51 1
46 59 1
46 72 1
46 85 1
46 98 1
46 111 1
46 124 1
46 137 1
46 150 1
46 163 1
46 45 1
46 44 1
46 43 1
46 42 1
46 41 1
46 40 1
46 39 1
46 34 1
46 33 1
46 32 1
46 22 1
46 20 1
46 18 1
46 10 1
46 7 1
46 4 1
47 61 1
47 75 1
47 89 1
47 103 1
47 59 1
47 71 1
47 83 1
47 95 1
47 107 1
47 119 1
47 131 1
47 143 1
47 48 1
47 49 1
47 50 1
47 51 1
47 60 1
47 73 1
47 86 1
47 99 1
47 112 1
47 125 1
47 138 1
47 151 1
47 164 1
47 46 1
47 45 1
47 44 1
47 43 1
47 42 1
47 41 1
47 40 1
47 39 1
47 35 1
47 34 1
47 33 1
47 23 1
47 21 1
47 19 1
47 11 1
47 8 1
47 5 1
48 62 1
48 76 1
48 90 1
48 60 1
48 72 1
48 84 1
48 96 1
48 108 1
48 120 1
48 132 1
48 144 1
48 156 1
48 49 1
48 50 1
48 51 1
48 61 1
48 74 1
48 87 1
48 100 1
48 113 1
48 126 1
48 139 1
48 152 1
48 165 1
48 47 1
48 46 1
48 45 1
48 44 1
48 43 1
48 42 1
48 41 1
48 40 1
48 39 1
48 36 1
48 35 1
48 34 1
48 24 1
48 22 1
48 20 1
48 12 1
48 9 1
48 6 1
49 63 1
49 77 1
49 61 1
49 73 1
49 85 1
49 97 1
49 109 1
49 121 1
49 133 1
49 145 1
49 157 1
49 50 1
49 51 1
49 62 1
49 75 1
49 88 1
49 101 1
49 114 1
49 127 1
49 140 1
49 153 1
49 166 1
49 48 1
49 47 1
49 46 1
49 45 1
49 44 1
49 43 1
49 42 1
49 41 1
49 40 1
49 39 1
49 37 1
49 36 1
49 35 1
49 25 1
49 23 1
49 21 1
49 10 1
49 7 1
50 64 1
50 62 1
50 74 1
50 86 1
50 98 1
50 110 1
50 122 1
50 134 1
50 146 1
50 158 1
50 51 1
50 63 1
50 76 1
50 89 1
50 102 1
50 115 1
50 128 1
50 141 1
50 154 1
50 167 1
50 49 1
50 48 1
50 47 1
50 46 1
50 45 1
50 44 1
50 43 1
50 42 1
50 41 1
50 40 1
50 39 1
50 38 1
50 37 1
50 36 1
50 24 1
50 22 1
50 11 1
50 8 1
51 63 1
51 75 1
51 87 1
51 99 1
51 111 1
51 123 1
51 135 1
51 147 1
51 159 1
51 64 1
51 77 1
51 90 1
51 103 1
51 116 1
51 129 1
51 142 1
51 155 1
51 168 1
51 50 1
51 49 1
51 48 1
51 47 1
51 46 1
51 45 1
51 44 1
51 43 1
51 42 1
51 41 1
51 40 1
51 39 1
51 38 1
51 37 1
51 25 1
51 23 1
51 12 1
51 9 1
52 66 1
52 80 1
52 94 1
52 108 1
52 122 1
52 136 1
52 150 1
52 164 1
52 53 1
52 54 1
52 55 1
52 56 1
52 57 1
52 58 1
52 59 1
52 60 1
52 61 1
52 62 1
52 63 1
52 64 1
52 65 1
52 78 1
52 91 1
52 104 1
52 117 1
52 130 1
52 143 1
52 156 1
52 40 1
52 39 1
52 28 1
52 26 1
52 16 1
52 13 1
52 4 1
52 0 1
53 67 1
53 81 1
53 95 1
53 109 1
53 123 1
53 137 1
53 151 1
53 165 1
53 65 1
53 54 1
53 55 1
53 56 1
53 57 1
53 58 1
53 59 1
53 60 1
53 61 1
53 62 1
53 63 1
53 64 1
53 66 1
53 79 1
53 92 1
53 105 1
53 118 1
53 131 1
53 144 1
53 157 1
53 52 1
53 41 1
53 40 1
53 39 1
53 29 1
53 27 1
53 17 1
53 14 1
53 5 1
53 1 1
54 68 1
54 82 1
54 96 1
54 110 1
54 124 1
54 138 1
54 152 1
54 166 1
54 66 1
54 78 1
54 55 1
54 56 1
54 57 1
54 58 1
54 59 1
54 60 1
54 61 1
54 62 1
54 63 1
54 64 1
54 67 1
54 80 1
54 93 1
54 106 1
54 119 1
54 132 1
54 145 1
54 158 1
54 53 1
54 52 1
54 42 1
54 41 1
54 40 1
54 30 1
54 28 1
54 26 1
54 18 1
54 15 1
54 6 1
54 2 1
55 69 1
55 83 1
55 97 1
55 111 1
55 125 1
55 139 1
55 153 1
55 167 1
55 67 1
55 79 1
55 91 1
55 56 1
55 57 1
55 58 1
55 59 1
55 60 1
55 61 1
55 62 1
55 63 1
55 64 1
55 68 1
55 81 1
55 94 1
55 107 1
55 120 1
55 133 1
55 146 1
55 159 1
55 54 1
55 53 1
55 52 1
55 43 1
55 42 1
55 41 1
55 31 1
55 29 1
55 27 1
55 19 1
55 16 1
55 13 1
55 7 1
55 3 1
56 70 1
56 84 1
56 98 1
56 112 1
56 126 1
56 140 1
56 154 1
56 168 1
56 68 1
56 80 1
56 92 1
56 104 1
56 57 1
56 58 1
56 59 1
56 60 1
56 61 1
56 62 1
56 63 1
56 64 1
56 69 1
56 82 1
56 95 1
56 108 1
56 121 1
56 134 1
56 147 1
56 160 1
56 55 1
56 54 1
56 53 1
56 52 1
56 44 1
56 43 1
56 42 1
56 32 1
56 30 1
56 28 1
56 20 1
56 17 1
56 14 1
56 8 1
56 4 1
56 0 1
57 71 1
57 85 1
57 99 1
57 113 1
57 127 1
57 141 1
57 155 1
57 69 1
57 81 1
57 93 1
57 105 1
57 117 1
57 58 1
57 59 1
57 60 1
57 61 1
57 62 1
57 63 1
57 64 1
57 70 1
57 83 1
57 96 1
57 109 1
57 122 1
57 135 1
57 148 1
57 161 1
57 56 1
57 55 1
57 54 1
57 53 1
57 52 1
57 45 1
57 44 1
57 43 1
57 33 1
57 31 1
57 29 1
57 21 1
57 18 1
57 15 1
57 9 1
57 5 1
57 1 1
58 72 1
58 86 1
58 100 1
58 114 1
58 128 1
58 142 1
58 70 1
58 82 1
58 94 1
58 106 1
58 118 1
58 130 1
58 59 1
58 60 1
58 61 1
58 62 1
58 63 1
58 64 1
58 71 1
58 84 1
58 97 1
58 110 1
58 123 1
58 136 1
58 149 1
58 162 1
58 57 1
58 56 1
58 55 1
58 54 1
58 53 1
58 52 1
58 46 1
58 45 1
58 44 1
58 34 1
58 32 1
58 30 1
58 22 1
58 19 1
58 16 1
58 10 1
58 6 1
58 2 1
59 73 1
59 87 1
59 101 1
59 115 1
59 129 1
59 71 1
59 83 1
59 95 1
59 107 1
59 119 1
59 131 1
59 143 1
59 60 1
59 61 1
59 62 1
59 63 1
59 64 1
59 72 1
59 85 1
59 98 1
59 111 1
59 124 1
59 137 1
59 150 1
59 163 1
59 58 1
59 57 1
59 56 1
59 55 1
59 54 1
59 53 1
59 52 1
59 47 1
59 46 1
59 45 1
59 35 1
59 33 1
59 31 1
59 23 1
59 20 1
59 17 1
59 11 1
59 7 1
59 3 1
60 74 1
60 88 1
60 102 1
60 116 1
60 72 1
60 84 1
60 96 1
60 108 1
