data;
param V := 36;
param E := 
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 29 1
35 28 1
35 23 1
35 21 1
35 17 1
35 14 1
35 11 1
35 7 1
35 5 1
35 0 1
;
end;
