data;
param V := 154;
param E := 
124 143 1
124 144 1
124 146 1
124 152 1
125 138 1
125 139 1
125 140 1
125 141 1
125 142 1
125 143 1
125 144 1
125 145 1
125 152 1
126 147 1
126 153 1
127 147 1
127 153 1
128 147 1
128 153 1
129 147 1
129 153 1
130 147 1
130 153 1
131 147 1
131 153 1
132 147 1
132 153 1
133 147 1
133 153 1
134 147 1
134 153 1
135 147 1
135 153 1
136 147 1
136 153 1
137 147 1
137 153 1
138 147 1
138 153 1
139 147 1
139 153 1
140 147 1
140 153 1
141 147 1
141 153 1
142 147 1
142 153 1
143 147 1
143 153 1
144 147 1
144 153 1
145 147 1
145 153 1
146 147 1
146 153 1
147 148 1
147 149 1
147 150 1
147 151 1
147 152 1
147 153 1
148 149 1
148 150 1
148 151 1
148 152 1
148 153 1
149 150 1
149 151 1
149 152 1
149 153 1
150 151 1
150 152 1
150 153 1
151 152 1
151 153 1
152 153 1
;
end;
