data;
param V := 225;
param E := 
4 8 1
4 9 1
4 10 1
4 11 1
4 12 1
4 13 1
4 14 1
4 19 1
4 34 1
4 49 1
4 64 1
4 79 1
4 94 1
4 109 1
4 124 1
4 139 1
4 154 1
4 169 1
4 184 1
4 199 1
4 214 1
4 3 1
4 2 1
4 1 1
4 0 1
5 21 1
5 37 1
5 53 1
5 69 1
5 85 1
5 101 1
5 117 1
5 133 1
5 149 1
5 19 1
5 33 1
5 47 1
5 61 1
5 75 1
5 6 1
5 7 1
5 8 1
5 9 1
5 10 1
5 11 1
5 12 1
5 13 1
5 14 1
5 20 1
5 35 1
5 50 1
5 65 1
5 80 1
5 95 1
5 110 1
5 125 1
5 140 1
5 155 1
5 170 1
5 185 1
5 200 1
5 215 1
5 4 1
5 3 1
5 2 1
5 1 1
5 0 1
6 22 1
6 38 1
6 54 1
6 70 1
6 86 1
6 102 1
6 118 1
6 134 1
6 20 1
6 34 1
6 48 1
6 62 1
6 76 1
6 90 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
6 13 1
6 14 1
6 21 1
6 36 1
6 51 1
6 66 1
6 81 1
6 96 1
6 111 1
6 126 1
6 141 1
6 156 1
6 171 1
6 186 1
6 201 1
6 216 1
6 5 1
6 4 1
6 3 1
6 2 1
6 1 1
6 0 1
7 23 1
7 39 1
7 55 1
7 71 1
7 87 1
7 103 1
7 119 1
7 21 1
7 35 1
7 49 1
7 63 1
7 77 1
7 91 1
7 105 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 13 1
7 14 1
7 22 1
7 37 1
7 52 1
7 67 1
7 82 1
7 97 1
7 112 1
7 127 1
7 142 1
7 157 1
7 172 1
7 187 1
7 202 1
7 217 1
7 6 1
7 5 1
7 4 1
7 3 1
7 2 1
7 1 1
7 0 1
8 24 1
8 40 1
8 56 1
8 72 1
8 88 1
8 104 1
8 22 1
8 36 1
8 50 1
8 64 1
8 78 1
8 92 1
8 106 1
8 120 1
8 9 1
8 10 1
8 11 1
8 12 1
8 13 1
8 14 1
8 23 1
8 38 1
8 53 1
8 68 1
8 83 1
8 98 1
8 113 1
8 128 1
8 143 1
8 158 1
8 173 1
8 188 1
8 203 1
8 218 1
8 7 1
8 6 1
8 5 1
8 4 1
8 3 1
8 2 1
8 1 1
8 0 1
9 25 1
9 41 1
9 57 1
9 73 1
9 89 1
9 23 1
9 37 1
9 51 1
9 65 1
9 79 1
9 93 1
9 107 1
9 121 1
9 135 1
9 10 1
9 11 1
9 12 1
9 13 1
9 14 1
9 24 1
9 39 1
9 54 1
9 69 1
9 84 1
9 99 1
9 114 1
9 129 1
9 144 1
9 159 1
9 174 1
9 189 1
9 204 1
9 219 1
9 8 1
9 7 1
9 6 1
9 5 1
9 4 1
9 3 1
9 2 1
9 1 1
9 0 1
10 26 1
10 42 1
10 58 1
10 74 1
10 24 1
10 38 1
10 52 1
10 66 1
10 80 1
10 94 1
10 108 1
10 122 1
10 136 1
10 150 1
10 11 1
10 12 1
10 13 1
10 14 1
10 25 1
10 40 1
10 55 1
10 70 1
10 85 1
10 100 1
10 115 1
10 130 1
10 145 1
10 160 1
10 175 1
10 190 1
10 205 1
10 220 1
10 9 1
10 8 1
10 7 1
10 6 1
10 5 1
10 4 1
10 3 1
10 2 1
10 1 1
10 0 1
11 27 1
11 43 1
11 59 1
11 25 1
11 39 1
11 53 1
11 67 1
11 81 1
11 95 1
11 109 1
11 123 1
11 137 1
11 151 1
11 165 1
11 12 1
11 13 1
11 14 1
11 26 1
11 41 1
11 56 1
11 71 1
11 86 1
11 101 1
11 116 1
11 131 1
11 146 1
11 161 1
11 176 1
11 191 1
11 206 1
11 221 1
11 10 1
11 9 1
11 8 1
11 7 1
11 6 1
11 5 1
11 4 1
11 3 1
11 2 1
11 1 1
11 0 1
12 28 1
12 44 1
12 26 1
12 40 1
12 54 1
12 68 1
12 82 1
12 96 1
12 110 1
12 124 1
12 138 1
12 152 1
12 166 1
12 180 1
12 13 1
12 14 1
12 27 1
12 42 1
12 57 1
12 72 1
12 87 1
12 102 1
12 117 1
12 132 1
12 147 1
12 162 1
12 177 1
12 192 1
12 207 1
12 222 1
12 11 1
12 10 1
12 9 1
12 8 1
12 7 1
12 6 1
12 5 1
12 4 1
12 3 1
12 2 1
12 1 1
12 0 1
13 29 1
13 27 1
13 41 1
13 55 1
13 69 1
13 83 1
13 97 1
13 111 1
13 125 1
13 139 1
13 153 1
13 167 1
13 181 1
13 195 1
13 14 1
13 28 1
13 43 1
13 58 1
13 73 1
13 88 1
13 103 1
13 118 1
13 133 1
13 148 1
13 163 1
13 178 1
13 193 1
13 208 1
13 223 1
13 12 1
13 11 1
13 10 1
13 9 1
13 8 1
13 7 1
13 6 1
13 5 1
13 4 1
13 3 1
13 2 1
13 1 1
13 0 1
14 28 1
14 42 1
14 56 1
14 70 1
14 84 1
14 98 1
14 112 1
14 126 1
14 140 1
14 154 1
14 168 1
14 182 1
14 196 1
14 210 1
14 29 1
14 44 1
14 59 1
14 74 1
14 89 1
14 104 1
14 119 1
14 134 1
14 149 1
14 164 1
14 179 1
14 194 1
14 209 1
14 224 1
14 13 1
14 12 1
14 11 1
14 10 1
14 9 1
14 8 1
14 7 1
14 6 1
14 5 1
14 4 1
14 3 1
14 2 1
14 1 1
14 0 1
15 31 1
15 47 1
15 63 1
15 79 1
15 95 1
15 111 1
15 127 1
15 143 1
15 159 1
15 175 1
15 191 1
15 207 1
15 223 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
15 21 1
15 22 1
15 23 1
15 24 1
15 25 1
15 26 1
15 27 1
15 28 1
15 29 1
15 30 1
15 45 1
15 60 1
15 75 1
15 90 1
15 105 1
15 120 1
15 135 1
15 150 1
15 165 1
15 180 1
15 195 1
15 210 1
15 1 1
15 0 1
16 32 1
16 48 1
16 64 1
16 80 1
16 96 1
16 112 1
16 128 1
16 144 1
16 160 1
16 176 1
16 192 1
16 208 1
16 224 1
16 30 1
16 17 1
16 18 1
16 19 1
16 20 1
16 21 1
16 22 1
16 23 1
16 24 1
16 25 1
16 26 1
16 27 1
16 28 1
16 29 1
16 31 1
16 46 1
16 61 1
16 76 1
16 91 1
16 106 1
16 121 1
16 136 1
16 151 1
16 166 1
16 181 1
16 196 1
16 211 1
16 15 1
16 2 1
16 1 1
16 0 1
17 33 1
17 49 1
17 65 1
17 81 1
17 97 1
17 113 1
17 129 1
17 145 1
17 161 1
17 177 1
17 193 1
17 209 1
17 31 1
17 45 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 24 1
17 25 1
17 26 1
17 27 1
17 28 1
17 29 1
17 32 1
17 47 1
17 62 1
17 77 1
17 92 1
17 107 1
17 122 1
17 137 1
17 152 1
17 167 1
17 182 1
17 197 1
17 212 1
17 16 1
17 15 1
17 3 1
17 2 1
17 1 1
18 34 1
18 50 1
18 66 1
18 82 1
18 98 1
18 114 1
18 130 1
18 146 1
18 162 1
18 178 1
18 194 1
18 32 1
18 46 1
18 60 1
18 19 1
18 20 1
18 21 1
18 22 1
18 23 1
18 24 1
18 25 1
18 26 1
18 27 1
18 28 1
18 29 1
18 33 1
18 48 1
18 63 1
18 78 1
18 93 1
18 108 1
18 123 1
18 138 1
18 153 1
18 168 1
18 183 1
18 198 1
18 213 1
18 17 1
18 16 1
18 15 1
18 4 1
18 3 1
18 2 1
19 35 1
19 51 1
19 67 1
19 83 1
19 99 1
19 115 1
19 131 1
19 147 1
19 163 1
19 179 1
19 33 1
19 47 1
19 61 1
19 75 1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
19 25 1
19 26 1
19 27 1
19 28 1
19 29 1
19 34 1
19 49 1
19 64 1
19 79 1
19 94 1
19 109 1
19 124 1
19 139 1
19 154 1
19 169 1
19 184 1
19 199 1
19 214 1
19 18 1
19 17 1
19 16 1
19 15 1
19 5 1
19 4 1
19 3 1
20 36 1
20 52 1
20 68 1
20 84 1
20 100 1
20 116 1
20 132 1
20 148 1
20 164 1
20 34 1
20 48 1
20 62 1
20 76 1
20 90 1
20 21 1
20 22 1
20 23 1
20 24 1
20 25 1
20 26 1
20 27 1
20 28 1
20 29 1
20 35 1
20 50 1
20 65 1
20 80 1
20 95 1
20 110 1
20 125 1
20 140 1
20 155 1
20 170 1
20 185 1
20 200 1
20 215 1
20 19 1
20 18 1
20 17 1
20 16 1
20 15 1
20 6 1
20 5 1
20 4 1
21 37 1
21 53 1
21 69 1
21 85 1
21 101 1
21 117 1
21 133 1
21 149 1
21 35 1
21 49 1
21 63 1
21 77 1
21 91 1
21 105 1
21 22 1
21 23 1
21 24 1
21 25 1
21 26 1
21 27 1
21 28 1
21 29 1
21 36 1
21 51 1
21 66 1
21 81 1
21 96 1
21 111 1
21 126 1
21 141 1
21 156 1
21 171 1
21 186 1
21 201 1
21 216 1
21 20 1
21 19 1
21 18 1
21 17 1
21 16 1
21 15 1
21 7 1
21 6 1
21 5 1
22 38 1
22 54 1
22 70 1
22 86 1
22 102 1
22 118 1
22 134 1
22 36 1
22 50 1
22 64 1
22 78 1
22 92 1
22 106 1
22 120 1
22 23 1
22 24 1
22 25 1
22 26 1
22 27 1
22 28 1
22 29 1
22 37 1
22 52 1
22 67 1
22 82 1
22 97 1
22 112 1
22 127 1
22 142 1
22 157 1
22 172 1
22 187 1
22 202 1
22 217 1
22 21 1
22 20 1
22 19 1
22 18 1
22 17 1
22 16 1
22 15 1
22 8 1
22 7 1
22 6 1
23 39 1
23 55 1
23 71 1
23 87 1
23 103 1
23 119 1
23 37 1
23 51 1
23 65 1
23 79 1
23 93 1
23 107 1
23 121 1
23 135 1
23 24 1
23 25 1
23 26 1
23 27 1
23 28 1
23 29 1
23 38 1
23 53 1
23 68 1
23 83 1
23 98 1
23 113 1
23 128 1
23 143 1
23 158 1
23 173 1
23 188 1
23 203 1
23 218 1
23 22 1
23 21 1
23 20 1
23 19 1
23 18 1
23 17 1
23 16 1
23 15 1
23 9 1
23 8 1
23 7 1
24 40 1
24 56 1
24 72 1
24 88 1
24 104 1
24 38 1
24 52 1
24 66 1
24 80 1
24 94 1
24 108 1
24 122 1
24 136 1
24 150 1
24 25 1
24 26 1
24 27 1
24 28 1
24 29 1
24 39 1
24 54 1
24 69 1
24 84 1
24 99 1
24 114 1
24 129 1
24 144 1
24 159 1
24 174 1
24 189 1
24 204 1
24 219 1
24 23 1
24 22 1
24 21 1
24 20 1
24 19 1
24 18 1
24 17 1
24 16 1
24 15 1
24 10 1
24 9 1
24 8 1
25 41 1
25 57 1
25 73 1
25 89 1
25 39 1
25 53 1
25 67 1
25 81 1
25 95 1
25 109 1
25 123 1
25 137 1
25 151 1
25 165 1
25 26 1
25 27 1
25 28 1
25 29 1
25 40 1
25 55 1
25 70 1
25 85 1
25 100 1
25 115 1
25 130 1
25 145 1
25 160 1
25 175 1
25 190 1
25 205 1
25 220 1
25 24 1
25 23 1
25 22 1
25 21 1
25 20 1
25 19 1
25 18 1
25 17 1
25 16 1
25 15 1
25 11 1
25 10 1
25 9 1
26 42 1
26 58 1
26 74 1
26 40 1
26 54 1
26 68 1
26 82 1
26 96 1
26 110 1
26 124 1
26 138 1
26 152 1
26 166 1
26 180 1
26 27 1
26 28 1
26 29 1
26 41 1
26 56 1
26 71 1
26 86 1
26 101 1
26 116 1
26 131 1
26 146 1
26 161 1
26 176 1
26 191 1
26 206 1
26 221 1
26 25 1
26 24 1
26 23 1
26 22 1
26 21 1
26 20 1
26 19 1
26 18 1
26 17 1
26 16 1
26 15 1
26 12 1
26 11 1
26 10 1
27 43 1
27 59 1
27 41 1
27 55 1
27 69 1
27 83 1
27 97 1
27 111 1
27 125 1
27 139 1
27 153 1
27 167 1
27 181 1
27 195 1
27 28 1
27 29 1
27 42 1
27 57 1
27 72 1
27 87 1
27 102 1
27 117 1
27 132 1
27 147 1
27 162 1
27 177 1
27 192 1
27 207 1
27 222 1
27 26 1
27 25 1
27 24 1
27 23 1
27 22 1
27 21 1
27 20 1
27 19 1
27 18 1
27 17 1
27 16 1
27 15 1
27 13 1
27 12 1
27 11 1
28 44 1
28 42 1
28 56 1
28 70 1
28 84 1
28 98 1
28 112 1
28 126 1
28 140 1
28 154 1
28 168 1
28 182 1
28 196 1
28 210 1
28 29 1
28 43 1
28 58 1
28 73 1
28 88 1
28 103 1
28 118 1
28 133 1
28 148 1
28 163 1
28 178 1
28 193 1
28 208 1
28 223 1
28 27 1
28 26 1
28 25 1
28 24 1
28 23 1
28 22 1
28 21 1
28 20 1
28 19 1
28 18 1
28 17 1
28 16 1
28 15 1
28 14 1
28 13 1
28 12 1
29 43 1
29 57 1
29 71 1
29 85 1
29 99 1
29 113 1
29 127 1
29 141 1
29 155 1
29 169 1
29 183 1
29 197 1
29 211 1
29 44 1
29 59 1
29 74 1
29 89 1
29 104 1
29 119 1
29 134 1
29 149 1
29 164 1
29 179 1
29 194 1
29 209 1
29 224 1
29 28 1
29 27 1
29 26 1
29 25 1
29 24 1
29 23 1
29 22 1
29 21 1
29 20 1
29 19 1
29 18 1
29 17 1
29 16 1
29 15 1
29 14 1
29 13 1
30 46 1
30 62 1
30 78 1
30 94 1
30 110 1
30 126 1
30 142 1
30 158 1
30 174 1
30 190 1
30 206 1
30 222 1
30 31 1
30 32 1
30 33 1
30 34 1
30 35 1
30 36 1
30 37 1
30 38 1
30 39 1
30 40 1
30 41 1
30 42 1
30 43 1
30 44 1
30 45 1
30 60 1
30 75 1
30 90 1
30 105 1
30 120 1
30 135 1
30 150 1
30 165 1
30 180 1
30 195 1
30 210 1
30 16 1
30 15 1
30 2 1
30 0 1
31 47 1
31 63 1
31 79 1
31 95 1
31 111 1
31 127 1
31 143 1
31 159 1
31 175 1
31 191 1
31 207 1
31 223 1
31 45 1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
31 37 1
31 38 1
31 39 1
31 40 1
31 41 1
31 42 1
31 43 1
31 44 1
31 46 1
31 61 1
31 76 1
31 91 1
31 106 1
31 121 1
31 136 1
31 151 1
31 166 1
31 181 1
31 196 1
31 211 1
31 30 1
31 17 1
31 16 1
31 15 1
31 3 1
31 1 1
32 48 1
32 64 1
32 80 1
32 96 1
32 112 1
32 128 1
32 144 1
32 160 1
32 176 1
32 192 1
32 208 1
32 224 1
32 46 1
32 60 1
32 33 1
32 34 1
32 35 1
32 36 1
32 37 1
32 38 1
32 39 1
32 40 1
32 41 1
32 42 1
32 43 1
32 44 1
32 47 1
32 62 1
32 77 1
32 92 1
32 107 1
32 122 1
32 137 1
32 152 1
32 167 1
32 182 1
32 197 1
32 212 1
32 31 1
32 30 1
32 18 1
32 17 1
32 16 1
32 4 1
32 2 1
32 0 1
33 49 1
33 65 1
33 81 1
33 97 1
33 113 1
33 129 1
33 145 1
33 161 1
33 177 1
33 193 1
33 209 1
33 47 1
33 61 1
33 75 1
33 34 1
33 35 1
33 36 1
33 37 1
33 38 1
33 39 1
33 40 1
33 41 1
33 42 1
33 43 1
33 44 1
33 48 1
33 63 1
33 78 1
33 93 1
33 108 1
33 123 1
33 138 1
33 153 1
33 168 1
33 183 1
33 198 1
33 213 1
33 32 1
33 31 1
33 30 1
33 19 1
33 18 1
33 17 1
33 5 1
33 3 1
33 1 1
34 50 1
34 66 1
34 82 1
34 98 1
34 114 1
34 130 1
34 146 1
34 162 1
34 178 1
34 194 1
34 48 1
34 62 1
34 76 1
34 90 1
34 35 1
34 36 1
34 37 1
34 38 1
34 39 1
34 40 1
34 41 1
34 42 1
34 43 1
34 44 1
34 49 1
34 64 1
34 79 1
34 94 1
34 109 1
34 124 1
34 139 1
34 154 1
34 169 1
34 184 1
34 199 1
34 214 1
34 33 1
34 32 1
34 31 1
34 30 1
34 20 1
34 19 1
34 18 1
34 6 1
34 4 1
34 2 1
35 51 1
35 67 1
35 83 1
35 99 1
35 115 1
35 131 1
35 147 1
35 163 1
35 179 1
35 49 1
35 63 1
35 77 1
35 91 1
35 105 1
35 36 1
35 37 1
35 38 1
35 39 1
35 40 1
35 41 1
35 42 1
35 43 1
35 44 1
35 50 1
35 65 1
35 80 1
35 95 1
35 110 1
35 125 1
35 140 1
35 155 1
35 170 1
35 185 1
35 200 1
35 215 1
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 21 1
35 20 1
35 19 1
35 7 1
35 5 1
35 3 1
36 52 1
36 68 1
36 84 1
36 100 1
36 116 1
36 132 1
36 148 1
36 164 1
36 50 1
36 64 1
36 78 1
36 92 1
36 106 1
36 120 1
36 37 1
36 38 1
36 39 1
36 40 1
36 41 1
36 42 1
36 43 1
36 44 1
36 51 1
36 66 1
36 81 1
36 96 1
36 111 1
36 126 1
36 141 1
36 156 1
36 171 1
36 186 1
36 201 1
36 216 1
36 35 1
36 34 1
36 33 1
36 32 1
36 31 1
36 30 1
36 22 1
36 21 1
36 20 1
36 8 1
36 6 1
36 4 1
37 53 1
37 69 1
37 85 1
37 101 1
37 117 1
37 133 1
37 149 1
37 51 1
37 65 1
37 79 1
37 93 1
37 107 1
37 121 1
37 135 1
37 38 1
37 39 1
37 40 1
37 41 1
37 42 1
37 43 1
37 44 1
37 52 1
37 67 1
37 82 1
37 97 1
37 112 1
37 127 1
37 142 1
37 157 1
37 172 1
37 187 1
37 202 1
37 217 1
37 36 1
37 35 1
37 34 1
37 33 1
37 32 1
37 31 1
37 30 1
37 23 1
37 22 1
37 21 1
37 9 1
37 7 1
37 5 1
38 54 1
38 70 1
38 86 1
38 102 1
38 118 1
38 134 1
38 52 1
38 66 1
38 80 1
38 94 1
38 108 1
38 122 1
38 136 1
38 150 1
38 39 1
38 40 1
38 41 1
38 42 1
38 43 1
38 44 1
38 53 1
38 68 1
38 83 1
38 98 1
38 113 1
38 128 1
38 143 1
38 158 1
38 173 1
38 188 1
38 203 1
38 218 1
38 37 1
38 36 1
38 35 1
38 34 1
38 33 1
38 32 1
38 31 1
38 30 1
38 24 1
38 23 1
38 22 1
38 10 1
38 8 1
38 6 1
39 55 1
39 71 1
39 87 1
39 103 1
39 119 1
39 53 1
39 67 1
39 81 1
39 95 1
39 109 1
39 123 1
39 137 1
39 151 1
39 165 1
39 40 1
39 41 1
39 42 1
39 43 1
39 44 1
39 54 1
39 69 1
39 84 1
39 99 1
39 114 1
39 129 1
39 144 1
39 159 1
39 174 1
39 189 1
39 204 1
39 219 1
39 38 1
39 37 1
39 36 1
39 35 1
39 34 1
39 33 1
39 32 1
39 31 1
39 30 1
39 25 1
39 24 1
39 23 1
39 11 1
39 9 1
39 7 1
40 56 1
40 72 1
40 88 1
40 104 1
40 54 1
40 68 1
40 82 1
40 96 1
40 110 1
40 124 1
40 138 1
40 152 1
40 166 1
40 180 1
40 41 1
40 42 1
40 43 1
40 44 1
40 55 1
40 70 1
40 85 1
40 100 1
40 115 1
40 130 1
40 145 1
40 160 1
40 175 1
40 190 1
40 205 1
40 220 1
40 39 1
40 38 1
40 37 1
40 36 1
40 35 1
40 34 1
40 33 1
40 32 1
40 31 1
40 30 1
40 26 1
40 25 1
40 24 1
40 12 1
40 10 1
40 8 1
41 57 1
41 73 1
41 89 1
41 55 1
41 69 1
41 83 1
41 97 1
41 111 1
41 125 1
41 139 1
41 153 1
41 167 1
41 181 1
41 195 1
41 42 1
41 43 1
41 44 1
41 56 1
41 71 1
41 86 1
41 101 1
41 116 1
41 131 1
41 146 1
41 161 1
41 176 1
41 191 1
41 206 1
41 221 1
41 40 1
41 39 1
41 38 1
41 37 1
41 36 1
41 35 1
41 34 1
41 33 1
41 32 1
41 31 1
41 30 1
41 27 1
41 26 1
41 25 1
41 13 1
41 11 1
41 9 1
42 58 1
42 74 1
42 56 1
42 70 1
42 84 1
42 98 1
42 112 1
42 126 1
42 140 1
42 154 1
42 168 1
42 182 1
42 196 1
42 210 1
42 43 1
42 44 1
42 57 1
42 72 1
42 87 1
42 102 1
42 117 1
42 132 1
42 147 1
42 162 1
42 177 1
42 192 1
42 207 1
42 222 1
42 41 1
42 40 1
42 39 1
42 38 1
42 37 1
42 36 1
42 35 1
42 34 1
42 33 1
42 32 1
42 31 1
42 30 1
42 28 1
42 27 1
42 26 1
42 14 1
42 12 1
42 10 1
43 59 1
43 57 1
43 71 1
43 85 1
43 99 1
43 113 1
43 127 1
43 141 1
43 155 1
43 169 1
43 183 1
43 197 1
43 211 1
43 44 1
43 58 1
43 73 1
43 88 1
43 103 1
43 118 1
43 133 1
43 148 1
43 163 1
43 178 1
43 193 1
43 208 1
43 223 1
43 42 1
43 41 1
43 40 1
43 39 1
43 38 1
43 37 1
43 36 1
43 35 1
43 34 1
43 33 1
43 32 1
43 31 1
43 30 1
43 29 1
43 28 1
43 27 1
43 13 1
43 11 1
44 58 1
44 72 1
44 86 1
44 100 1
44 114 1
44 128 1
44 142 1
44 156 1
44 170 1
44 184 1
44 198 1
44 212 1
44 59 1
44 74 1
44 89 1
44 104 1
44 119 1
44 134 1
44 149 1
44 164 1
44 179 1
44 194 1
44 209 1
44 224 1
44 43 1
44 42 1
44 41 1
44 40 1
44 39 1
44 38 1
44 37 1
44 36 1
44 35 1
44 34 1
44 33 1
44 32 1
44 31 1
44 30 1
44 29 1
44 28 1
44 14 1
44 12 1
45 61 1
45 77 1
45 93 1
45 109 1
45 125 1
45 141 1
45 157 1
45 173 1
45 189 1
45 205 1
45 221 1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
45 51 1
45 52 1
45 53 1
45 54 1
45 55 1
45 56 1
45 57 1
45 58 1
45 59 1
45 60 1
45 75 1
45 90 1
45 105 1
45 120 1
45 135 1
45 150 1
45 165 1
45 180 1
45 195 1
45 210 1
45 31 1
45 30 1
45 17 1
45 15 1
45 3 1
45 0 1
46 62 1
46 78 1
46 94 1
46 110 1
46 126 1
46 142 1
46 158 1
46 174 1
46 190 1
46 206 1
46 222 1
46 60 1
46 47 1
46 48 1
46 49 1
46 50 1
46 51 1
46 52 1
46 53 1
46 54 1
46 55 1
46 56 1
46 57 1
46 58 1
46 59 1
46 61 1
46 76 1
46 91 1
46 106 1
46 121 1
46 136 1
46 151 1
46 166 1
46 181 1
46 196 1
46 211 1
46 45 1
46 32 1
46 31 1
46 30 1
46 18 1
46 16 1
46 4 1
46 1 1
47 63 1
47 79 1
47 95 1
47 111 1
47 127 1
47 143 1
47 159 1
47 175 1
47 191 1
47 207 1
47 223 1
47 61 1
47 75 1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
47 53 1
47 54 1
47 55 1
47 56 1
47 57 1
47 58 1
47 59 1
47 62 1
47 77 1
47 92 1
47 107 1
47 122 1
47 137 1
47 152 1
47 167 1
47 182 1
47 197 1
47 212 1
47 46 1
47 45 1
47 33 1
47 32 1
47 31 1
47 19 1
47 17 1
47 15 1
47 5 1
47 2 1
48 64 1
48 80 1
48 96 1
48 112 1
48 128 1
48 144 1
48 160 1
48 176 1
48 192 1
48 208 1
48 224 1
48 62 1
48 76 1
48 90 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 54 1
48 55 1
48 56 1
48 57 1
48 58 1
48 59 1
48 63 1
48 78 1
48 93 1
48 108 1
48 123 1
48 138 1
48 153 1
48 168 1
48 183 1
48 198 1
48 213 1
48 47 1
48 46 1
48 45 1
48 34 1
48 33 1
48 32 1
48 20 1
48 18 1
48 16 1
48 6 1
48 3 1
48 0 1
49 65 1
49 81 1
49 97 1
49 113 1
49 129 1
49 145 1
49 161 1
49 177 1
49 193 1
49 209 1
49 63 1
49 77 1
49 91 1
49 105 1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
49 55 1
49 56 1
49 57 1
49 58 1
49 59 1
49 64 1
49 79 1
49 94 1
49 109 1
49 124 1
49 139 1
49 154 1
49 169 1
49 184 1
49 199 1
49 214 1
49 48 1
49 47 1
49 46 1
49 45 1
49 35 1
49 34 1
49 33 1
49 21 1
49 19 1
49 17 1
49 7 1
49 4 1
49 1 1
50 66 1
50 82 1
50 98 1
50 114 1
50 130 1
50 146 1
50 162 1
50 178 1
50 194 1
50 64 1
50 78 1
50 92 1
50 106 1
50 120 1
50 51 1
50 52 1
50 53 1
50 54 1
50 55 1
50 56 1
50 57 1
50 58 1
50 59 1
50 65 1
50 80 1
50 95 1
50 110 1
50 125 1
50 140 1
50 155 1
50 170 1
50 185 1
50 200 1
50 215 1
50 49 1
50 48 1
50 47 1
50 46 1
50 45 1
50 36 1
50 35 1
50 34 1
50 22 1
50 20 1
50 18 1
50 8 1
50 5 1
50 2 1
51 67 1
51 83 1
51 99 1
51 115 1
51 131 1
51 147 1
51 163 1
51 179 1
51 65 1
51 79 1
51 93 1
51 107 1
51 121 1
51 135 1
51 52 1
51 53 1
51 54 1
51 55 1
51 56 1
51 57 1
51 58 1
51 59 1
51 66 1
51 81 1
51 96 1
51 111 1
51 126 1
51 141 1
51 156 1
51 171 1
51 186 1
51 201 1
51 216 1
51 50 1
51 49 1
51 48 1
51 47 1
51 46 1
51 45 1
51 37 1
51 36 1
51 35 1
51 23 1
51 21 1
51 19 1
51 9 1
51 6 1
51 3 1
52 68 1
52 84 1
52 100 1
52 116 1
52 132 1
52 148 1
52 164 1
52 66 1
52 80 1
52 94 1
52 108 1
52 122 1
52 136 1
52 150 1
52 53 1
52 54 1
52 55 1
52 56 1
52 57 1
52 58 1
52 59 1
52 67 1
52 82 1
52 97 1
52 112 1
52 127 1
52 142 1
52 157 1
52 172 1
52 187 1
52 202 1
52 217 1
52 51 1
52 50 1
52 49 1
52 48 1
52 47 1
52 46 1
52 45 1
52 38 1
