data;
param V := 144;
param E := 
12 90 1
12 103 1
12 116 1
12 129 1
12 142 1
12 13 1
12 14 1
12 15 1
12 16 1
12 17 1
12 18 1
12 19 1
12 20 1
12 21 1
12 22 1
12 23 1
12 24 1
12 36 1
12 48 1
12 60 1
12 72 1
12 84 1
12 96 1
12 108 1
12 120 1
12 132 1
12 1 1
12 0 1
13 26 1
13 39 1
13 52 1
13 65 1
13 78 1
13 91 1
13 104 1
13 117 1
13 130 1
13 143 1
13 24 1
13 14 1
13 15 1
13 16 1
13 17 1
13 18 1
13 19 1
13 20 1
13 21 1
13 22 1
13 23 1
13 25 1
13 37 1
13 49 1
13 61 1
13 73 1
13 85 1
13 97 1
13 109 1
13 121 1
13 133 1
13 12 1
13 2 1
13 1 1
13 0 1
14 27 1
14 40 1
14 53 1
14 66 1
14 79 1
14 92 1
14 105 1
14 118 1
14 131 1
14 25 1
14 36 1
14 15 1
14 16 1
14 17 1
14 18 1
14 19 1
14 20 1
14 21 1
14 22 1
14 23 1
14 26 1
14 38 1
14 50 1
14 62 1
14 74 1
14 86 1
14 98 1
14 110 1
14 122 1
14 134 1
14 13 1
14 12 1
14 3 1
14 2 1
14 1 1
15 28 1
15 41 1
15 54 1
15 67 1
15 80 1
15 93 1
15 106 1
15 119 1
15 26 1
15 37 1
15 48 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
15 21 1
15 22 1
15 23 1
15 27 1
15 39 1
15 51 1
15 63 1
15 75 1
15 87 1
15 99 1
15 111 1
15 123 1
15 135 1
15 14 1
15 13 1
15 12 1
15 4 1
15 3 1
15 2 1
16 29 1
16 42 1
16 55 1
16 68 1
16 81 1
16 94 1
16 107 1
16 27 1
16 38 1
16 49 1
16 60 1
16 17 1
16 18 1
16 19 1
16 20 1
16 21 1
16 22 1
16 23 1
16 28 1
16 40 1
16 52 1
16 64 1
16 76 1
16 88 1
16 100 1
16 112 1
16 124 1
16 136 1
16 15 1
16 14 1
16 13 1
16 12 1
16 5 1
16 4 1
16 3 1
17 30 1
17 43 1
17 56 1
17 69 1
17 82 1
17 95 1
17 28 1
17 39 1
17 50 1
17 61 1
17 72 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 29 1
17 41 1
17 53 1
17 65 1
17 77 1
17 89 1
17 101 1
17 113 1
17 125 1
17 137 1
17 16 1
17 15 1
17 14 1
17 13 1
17 12 1
17 6 1
17 5 1
17 4 1
18 31 1
18 44 1
18 57 1
18 70 1
18 83 1
18 29 1
18 40 1
18 51 1
18 62 1
18 73 1
18 84 1
18 19 1
18 20 1
18 21 1
18 22 1
18 23 1
18 30 1
18 42 1
18 54 1
18 66 1
18 78 1
18 90 1
18 102 1
18 114 1
18 126 1
18 138 1
18 17 1
18 16 1
18 15 1
18 14 1
18 13 1
18 12 1
18 7 1
18 6 1
18 5 1
19 32 1
19 45 1
19 58 1
19 71 1
19 30 1
19 41 1
19 52 1
19 63 1
19 74 1
19 85 1
19 96 1
19 20 1
19 21 1
19 22 1
19 23 1
19 31 1
19 43 1
19 55 1
19 67 1
19 79 1
19 91 1
19 103 1
19 115 1
19 127 1
19 139 1
19 18 1
19 17 1
19 16 1
19 15 1
19 14 1
19 13 1
19 12 1
19 8 1
19 7 1
19 6 1
20 33 1
20 46 1
20 59 1
20 31 1
20 42 1
20 53 1
20 64 1
20 75 1
20 86 1
20 97 1
20 108 1
20 21 1
20 22 1
20 23 1
20 32 1
20 44 1
20 56 1
20 68 1
20 80 1
20 92 1
20 104 1
20 116 1
20 128 1
20 140 1
20 19 1
20 18 1
20 17 1
20 16 1
20 15 1
20 14 1
20 13 1
20 12 1
20 9 1
20 8 1
20 7 1
21 34 1
21 47 1
21 32 1
21 43 1
21 54 1
21 65 1
21 76 1
21 87 1
21 98 1
21 109 1
21 120 1
21 22 1
21 23 1
21 33 1
21 45 1
21 57 1
21 69 1
21 81 1
21 93 1
21 105 1
21 117 1
21 129 1
21 141 1
21 20 1
21 19 1
21 18 1
21 17 1
21 16 1
21 15 1
21 14 1
21 13 1
21 12 1
21 10 1
21 9 1
21 8 1
22 35 1
22 33 1
22 44 1
22 55 1
22 66 1
22 77 1
22 88 1
22 99 1
22 110 1
22 121 1
22 132 1
22 23 1
22 34 1
22 46 1
22 58 1
22 70 1
22 82 1
22 94 1
22 106 1
22 118 1
22 130 1
22 142 1
22 21 1
22 20 1
22 19 1
22 18 1
22 17 1
22 16 1
22 15 1
22 14 1
22 13 1
22 12 1
22 11 1
22 10 1
22 9 1
23 34 1
23 45 1
23 56 1
23 67 1
23 78 1
23 89 1
23 100 1
23 111 1
23 122 1
23 133 1
23 35 1
23 47 1
23 59 1
23 71 1
23 83 1
23 95 1
23 107 1
23 119 1
23 131 1
23 143 1
23 22 1
23 21 1
23 20 1
23 19 1
23 18 1
23 17 1
23 16 1
23 15 1
23 14 1
23 13 1
23 12 1
23 11 1
23 10 1
24 37 1
24 50 1
24 63 1
24 76 1
24 89 1
24 102 1
24 115 1
24 128 1
24 141 1
24 25 1
24 26 1
24 27 1
24 28 1
24 29 1
24 30 1
24 31 1
24 32 1
24 33 1
24 34 1
24 35 1
24 36 1
24 48 1
24 60 1
24 72 1
24 84 1
24 96 1
24 108 1
24 120 1
24 132 1
24 13 1
24 12 1
24 2 1
24 0 1
25 38 1
25 51 1
25 64 1
25 77 1
25 90 1
25 103 1
25 116 1
25 129 1
25 142 1
25 36 1
25 26 1
25 27 1
25 28 1
25 29 1
25 30 1
25 31 1
25 32 1
25 33 1
25 34 1
25 35 1
25 37 1
25 49 1
25 61 1
25 73 1
25 85 1
25 97 1
25 109 1
25 121 1
25 133 1
25 24 1
25 14 1
25 13 1
25 12 1
25 3 1
25 1 1
26 39 1
26 52 1
26 65 1
26 78 1
26 91 1
26 104 1
26 117 1
26 130 1
26 143 1
26 37 1
26 48 1
26 27 1
26 28 1
26 29 1
26 30 1
26 31 1
26 32 1
26 33 1
26 34 1
26 35 1
26 38 1
26 50 1
26 62 1
26 74 1
26 86 1
26 98 1
26 110 1
26 122 1
26 134 1
26 25 1
26 24 1
26 15 1
26 14 1
26 13 1
26 4 1
26 2 1
26 0 1
27 40 1
27 53 1
27 66 1
27 79 1
27 92 1
27 105 1
27 118 1
27 131 1
27 38 1
27 49 1
27 60 1
27 28 1
27 29 1
27 30 1
27 31 1
27 32 1
27 33 1
27 34 1
27 35 1
27 39 1
27 51 1
27 63 1
27 75 1
27 87 1
27 99 1
27 111 1
27 123 1
27 135 1
27 26 1
27 25 1
27 24 1
27 16 1
27 15 1
27 14 1
27 5 1
27 3 1
27 1 1
28 41 1
28 54 1
28 67 1
28 80 1
28 93 1
28 106 1
28 119 1
28 39 1
28 50 1
28 61 1
28 72 1
28 29 1
28 30 1
28 31 1
28 32 1
28 33 1
28 34 1
28 35 1
28 40 1
28 52 1
28 64 1
28 76 1
28 88 1
28 100 1
28 112 1
28 124 1
28 136 1
28 27 1
28 26 1
28 25 1
28 24 1
28 17 1
28 16 1
28 15 1
28 6 1
28 4 1
28 2 1
29 42 1
29 55 1
29 68 1
29 81 1
29 94 1
29 107 1
29 40 1
29 51 1
29 62 1
29 73 1
29 84 1
29 30 1
29 31 1
29 32 1
29 33 1
29 34 1
29 35 1
29 41 1
29 53 1
29 65 1
29 77 1
29 89 1
29 101 1
29 113 1
29 125 1
29 137 1
29 28 1
29 27 1
29 26 1
29 25 1
29 24 1
29 18 1
29 17 1
29 16 1
29 7 1
29 5 1
29 3 1
30 43 1
30 56 1
30 69 1
30 82 1
30 95 1
30 41 1
30 52 1
30 63 1
30 74 1
30 85 1
30 96 1
30 31 1
30 32 1
30 33 1
30 34 1
30 35 1
30 42 1
30 54 1
30 66 1
30 78 1
30 90 1
30 102 1
30 114 1
30 126 1
30 138 1
30 29 1
30 28 1
30 27 1
30 26 1
30 25 1
30 24 1
30 19 1
30 18 1
30 17 1
30 8 1
30 6 1
30 4 1
31 44 1
31 57 1
31 70 1
31 83 1
31 42 1
31 53 1
31 64 1
31 75 1
31 86 1
31 97 1
31 108 1
31 32 1
31 33 1
31 34 1
31 35 1
31 43 1
31 55 1
31 67 1
31 79 1
31 91 1
31 103 1
31 115 1
31 127 1
31 139 1
31 30 1
31 29 1
31 28 1
31 27 1
31 26 1
31 25 1
31 24 1
31 20 1
31 19 1
31 18 1
31 9 1
31 7 1
31 5 1
32 45 1
32 58 1
32 71 1
32 43 1
32 54 1
32 65 1
32 76 1
32 87 1
32 98 1
32 109 1
32 120 1
32 33 1
32 34 1
32 35 1
32 44 1
32 56 1
32 68 1
32 80 1
32 92 1
32 104 1
32 116 1
32 128 1
32 140 1
32 31 1
32 30 1
32 29 1
32 28 1
32 27 1
32 26 1
32 25 1
32 24 1
32 21 1
32 20 1
32 19 1
32 10 1
32 8 1
32 6 1
33 46 1
33 59 1
33 44 1
33 55 1
33 66 1
33 77 1
33 88 1
33 99 1
33 110 1
33 121 1
33 132 1
33 34 1
33 35 1
33 45 1
33 57 1
33 69 1
33 81 1
33 93 1
33 105 1
33 117 1
33 129 1
33 141 1
33 32 1
33 31 1
33 30 1
33 29 1
33 28 1
33 27 1
33 26 1
33 25 1
33 24 1
33 22 1
33 21 1
33 20 1
33 11 1
33 9 1
33 7 1
34 47 1
34 45 1
34 56 1
34 67 1
34 78 1
34 89 1
34 100 1
34 111 1
34 122 1
34 133 1
34 35 1
34 46 1
34 58 1
34 70 1
34 82 1
34 94 1
34 106 1
34 118 1
34 130 1
34 142 1
34 33 1
34 32 1
34 31 1
34 30 1
34 29 1
34 28 1
34 27 1
34 26 1
34 25 1
34 24 1
34 23 1
34 22 1
34 21 1
34 10 1
34 8 1
35 46 1
35 57 1
35 68 1
35 79 1
35 90 1
35 101 1
35 112 1
35 123 1
35 134 1
35 47 1
35 59 1
35 71 1
35 83 1
35 95 1
35 107 1
35 119 1
35 131 1
35 143 1
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 29 1
35 28 1
35 27 1
35 26 1
35 25 1
35 24 1
35 23 1
35 22 1
35 11 1
35 9 1
36 49 1
36 62 1
36 75 1
36 88 1
36 101 1
36 114 1
36 127 1
36 140 1
36 37 1
36 38 1
36 39 1
36 40 1
36 41 1
36 42 1
36 43 1
36 44 1
36 45 1
36 46 1
36 47 1
36 48 1
36 60 1
36 72 1
36 84 1
36 96 1
36 108 1
36 120 1
36 132 1
36 25 1
36 24 1
36 14 1
36 12 1
36 3 1
36 0 1
37 50 1
37 63 1
37 76 1
37 89 1
37 102 1
37 115 1
37 128 1
37 141 1
37 48 1
37 38 1
37 39 1
37 40 1
37 41 1
37 42 1
37 43 1
37 44 1
37 45 1
37 46 1
37 47 1
37 49 1
37 61 1
37 73 1
37 85 1
37 97 1
37 109 1
37 121 1
37 133 1
37 36 1
37 26 1
37 25 1
37 24 1
37 15 1
37 13 1
37 4 1
37 1 1
38 51 1
38 64 1
38 77 1
38 90 1
38 103 1
38 116 1
38 129 1
38 142 1
38 49 1
38 60 1
38 39 1
38 40 1
38 41 1
38 42 1
38 43 1
38 44 1
38 45 1
38 46 1
38 47 1
38 50 1
38 62 1
38 74 1
38 86 1
38 98 1
38 110 1
38 122 1
38 134 1
38 37 1
38 36 1
38 27 1
38 26 1
38 25 1
38 16 1
38 14 1
38 12 1
38 5 1
38 2 1
39 52 1
39 65 1
39 78 1
39 91 1
39 104 1
39 117 1
39 130 1
39 143 1
39 50 1
39 61 1
39 72 1
39 40 1
39 41 1
39 42 1
39 43 1
39 44 1
39 45 1
39 46 1
39 47 1
39 51 1
39 63 1
39 75 1
39 87 1
39 99 1
39 111 1
39 123 1
39 135 1
39 38 1
39 37 1
39 36 1
39 28 1
39 27 1
39 26 1
39 17 1
39 15 1
39 13 1
39 6 1
39 3 1
39 0 1
40 53 1
40 66 1
40 79 1
40 92 1
40 105 1
40 118 1
40 131 1
40 51 1
40 62 1
40 73 1
40 84 1
40 41 1
40 42 1
40 43 1
40 44 1
40 45 1
40 46 1
40 47 1
40 52 1
40 64 1
40 76 1
40 88 1
40 100 1
40 112 1
40 124 1
40 136 1
40 39 1
40 38 1
40 37 1
40 36 1
40 29 1
40 28 1
40 27 1
40 18 1
40 16 1
40 14 1
40 7 1
40 4 1
40 1 1
41 54 1
41 67 1
41 80 1
41 93 1
41 106 1
41 119 1
41 52 1
41 63 1
41 74 1
41 85 1
41 96 1
41 42 1
41 43 1
41 44 1
41 45 1
41 46 1
41 47 1
41 53 1
41 65 1
41 77 1
41 89 1
41 101 1
41 113 1
41 125 1
41 137 1
41 40 1
41 39 1
41 38 1
41 37 1
41 36 1
41 30 1
41 29 1
41 28 1
41 19 1
41 17 1
41 15 1
41 8 1
41 5 1
41 2 1
42 55 1
42 68 1
42 81 1
42 94 1
42 107 1
42 53 1
42 64 1
42 75 1
42 86 1
42 97 1
42 108 1
42 43 1
42 44 1
42 45 1
42 46 1
42 47 1
42 54 1
42 66 1
42 78 1
42 90 1
42 102 1
42 114 1
42 126 1
42 138 1
42 41 1
42 40 1
42 39 1
42 38 1
42 37 1
42 36 1
42 31 1
42 30 1
42 29 1
42 20 1
42 18 1
42 16 1
42 9 1
42 6 1
42 3 1
43 56 1
43 69 1
43 82 1
43 95 1
43 54 1
43 65 1
43 76 1
43 87 1
43 98 1
43 109 1
43 120 1
43 44 1
43 45 1
43 46 1
43 47 1
43 55 1
43 67 1
43 79 1
43 91 1
43 103 1
43 115 1
43 127 1
43 139 1
43 42 1
43 41 1
43 40 1
43 39 1
43 38 1
43 37 1
43 36 1
43 32 1
43 31 1
43 30 1
43 21 1
43 19 1
43 17 1
43 10 1
43 7 1
43 4 1
44 57 1
44 70 1
44 83 1
44 55 1
44 66 1
44 77 1
44 88 1
44 99 1
44 110 1
44 121 1
44 132 1
44 45 1
44 46 1
44 47 1
44 56 1
44 68 1
44 80 1
44 92 1
44 104 1
44 116 1
44 128 1
44 140 1
44 43 1
44 42 1
44 41 1
44 40 1
44 39 1
44 38 1
44 37 1
44 36 1
44 33 1
44 32 1
44 31 1
44 22 1
44 20 1
44 18 1
44 11 1
44 8 1
44 5 1
45 58 1
45 71 1
45 56 1
45 67 1
45 78 1
45 89 1
45 100 1
45 111 1
45 122 1
45 133 1
45 46 1
45 47 1
45 57 1
45 69 1
45 81 1
45 93 1
45 105 1
45 117 1
45 129 1
45 141 1
45 44 1
45 43 1
45 42 1
45 41 1
45 40 1
45 39 1
45 38 1
45 37 1
45 36 1
45 34 1
45 33 1
45 32 1
45 23 1
45 21 1
45 19 1
45 9 1
45 6 1
46 59 1
46 57 1
46 68 1
46 79 1
46 90 1
46 101 1
46 112 1
46 123 1
46 134 1
46 47 1
46 58 1
46 70 1
46 82 1
46 94 1
46 106 1
46 118 1
46 130 1
46 142 1
46 45 1
46 44 1
46 43 1
46 42 1
46 41 1
46 40 1
46 39 1
46 38 1
46 37 1
46 36 1
46 35 1
46 34 1
46 33 1
46 22 1
46 20 1
46 10 1
46 7 1
47 58 1
47 69 1
47 80 1
47 91 1
47 102 1
47 113 1
47 124 1
47 135 1
47 59 1
47 71 1
47 83 1
47 95 1
47 107 1
47 119 1
47 131 1
47 143 1
47 46 1
47 45 1
47 44 1
47 43 1
47 42 1
47 41 1
47 40 1
47 39 1
47 38 1
47 37 1
47 36 1
47 35 1
47 34 1
47 23 1
47 21 1
47 11 1
47 8 1
48 61 1
48 74 1
48 87 1
48 100 1
48 113 1
48 126 1
48 139 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 54 1
48 55 1
48 56 1
48 57 1
48 58 1
48 59 1
48 60 1
48 72 1
48 84 1
48 96 1
48 108 1
48 120 1
48 132 1
48 37 1
48 36 1
48 26 1
48 24 1
48 15 1
48 12 1
48 4 1
48 0 1
49 62 1
49 75 1
49 88 1
49 101 1
49 114 1
49 127 1
49 140 1
49 60 1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
49 55 1
49 56 1
49 57 1
49 58 1
49 59 1
49 61 1
49 73 1
49 85 1
49 97 1
49 109 1
49 121 1
49 133 1
49 48 1
49 38 1
49 37 1
49 36 1
49 27 1
49 25 1
49 16 1
49 13 1
49 5 1
49 1 1
50 63 1
50 76 1
50 89 1
50 102 1
50 115 1
50 128 1
50 141 1
50 61 1
50 72 1
50 51 1
50 52 1
50 53 1
50 54 1
50 55 1
50 56 1
50 57 1
50 58 1
50 59 1
50 62 1
50 74 1
50 86 1
50 98 1
50 110 1
50 122 1
50 134 1
50 49 1
50 48 1
50 39 1
50 38 1
50 37 1
50 28 1
50 26 1
50 24 1
50 17 1
50 14 1
50 6 1
50 2 1
51 64 1
51 77 1
51 90 1
51 103 1
51 116 1
51 129 1
51 142 1
51 62 1
51 73 1
51 84 1
51 52 1
51 53 1
51 54 1
51 55 1
51 56 1
51 57 1
51 58 1
51 59 1
51 63 1
51 75 1
51 87 1
51 99 1
51 111 1
51 123 1
51 135 1
51 50 1
51 49 1
51 48 1
51 40 1
51 39 1
51 38 1
51 29 1
51 27 1
51 25 1
51 18 1
51 15 1
51 12 1
51 7 1
51 3 1
52 65 1
52 78 1
52 91 1
52 104 1
52 117 1
52 130 1
52 143 1
52 63 1
52 74 1
52 85 1
52 96 1
52 53 1
52 54 1
52 55 1
52 56 1
52 57 1
52 58 1
52 59 1
52 64 1
52 76 1
52 88 1
52 100 1
52 112 1
52 124 1
52 136 1
52 51 1
52 50 1
52 49 1
52 48 1
52 41 1
52 40 1
52 39 1
52 30 1
52 28 1
52 26 1
52 19 1
52 16 1
52 13 1
52 8 1
52 4 1
52 0 1
53 66 1
53 79 1
53 92 1
53 105 1
53 118 1
53 131 1
53 64 1
53 75 1
53 86 1
53 97 1
53 108 1
53 54 1
53 55 1
53 56 1
53 57 1
53 58 1
53 59 1
53 65 1
53 77 1
53 89 1
53 101 1
53 113 1
53 125 1
53 137 1
53 52 1
53 51 1
53 50 1
53 49 1
53 48 1
53 42 1
53 41 1
53 40 1
53 31 1
53 29 1
53 27 1
53 20 1
53 17 1
53 14 1
53 9 1
53 5 1
53 1 1
54 67 1
54 80 1
54 93 1
54 106 1
54 119 1
54 65 1
54 76 1
54 87 1
54 98 1
54 109 1
54 120 1
54 55 1
54 56 1
54 57 1
54 58 1
54 59 1
54 66 1
54 78 1
54 90 1
54 102 1
54 114 1
54 126 1
54 138 1
54 53 1
54 52 1
54 51 1
54 50 1
54 49 1
54 48 1
54 43 1
54 42 1
54 41 1
54 32 1
54 30 1
54 28 1
54 21 1
54 18 1
54 15 1
54 10 1
54 6 1
54 2 1
55 68 1
55 81 1
55 94 1
55 107 1
55 66 1
55 77 1
55 88 1
55 99 1
55 110 1
55 121 1
55 132 1
55 56 1
55 57 1
55 58 1
55 59 1
55 67 1
55 79 1
55 91 1
55 103 1
55 115 1
55 127 1
55 139 1
55 54 1
55 53 1
55 52 1
55 51 1
55 50 1
55 49 1
55 48 1
55 44 1
55 43 1
55 42 1
55 33 1
55 31 1
55 29 1
55 22 1
55 19 1
55 16 1
55 11 1
55 7 1
55 3 1
56 69 1
56 82 1
56 95 1
56 67 1
56 78 1
56 89 1
56 100 1
56 111 1
56 122 1
56 133 1
56 57 1
56 58 1
56 59 1
56 68 1
56 80 1
56 92 1
56 104 1
56 116 1
56 128 1
56 140 1
56 55 1
56 54 1
56 53 1
56 52 1
56 51 1
56 50 1
56 49 1
56 48 1
56 45 1
56 44 1
56 43 1
56 34 1
56 32 1
56 30 1
56 23 1
56 20 1
56 17 1
56 8 1
56 4 1
57 70 1
57 83 1
57 68 1
57 79 1
57 90 1
57 101 1
57 112 1
57 123 1
57 134 1
57 58 1
57 59 1
57 69 1
57 81 1
57 93 1
57 105 1
57 117 1
57 129 1
57 141 1
57 56 1
57 55 1
57 54 1
57 53 1
57 52 1
57 51 1
57 50 1
57 49 1
57 48 1
57 46 1
57 45 1
57 44 1
57 35 1
57 33 1
57 31 1
57 21 1
57 18 1
57 9 1
57 5 1
58 71 1
58 69 1
58 80 1
58 91 1
58 102 1
58 113 1
58 124 1
58 135 1
58 59 1
58 70 1
58 82 1
58 94 1
58 106 1
58 118 1
58 130 1
58 142 1
58 57 1
58 56 1
58 55 1
58 54 1
58 53 1
58 52 1
58 51 1
58 50 1
58 49 1
58 48 1
58 47 1
58 46 1
58 45 1
58 34 1
58 32 1
58 22 1
58 19 1
58 10 1
58 6 1
59 70 1
59 81 1
59 92 1
59 103 1
59 114 1
59 125 1
59 136 1
59 71 1
59 83 1
59 95 1
59 107 1
59 119 1
59 131 1
59 143 1
59 58 1
59 57 1
59 56 1
59 55 1
59 54 1
59 53 1
59 52 1
59 51 1
59 50 1
59 49 1
59 48 1
59 47 1
59 46 1
59 35 1
59 33 1
59 23 1
59 20 1
59 11 1
59 7 1
60 73 1
60 86 1
60 99 1
60 112 1
60 125 1
60 138 1
60 61 1
60 62 1
60 63 1
60 64 1
60 65 1
60 66 1
60 67 1
60 68 1
60 69 1
60 70 1
60 71 1
60 72 1
60 84 1
60 96 1
60 108 1
60 120 1
60 132 1
60 49 1
60 48 1
60 38 1
60 36 1
60 27 1
60 24 1
60 16 1
60 12 1
60 5 1
60 0 1
61 74 1
61 87 1
61 100 1
61 113 1
61 126 1
61 139 1
61 72 1
61 62 1
61 63 1
61 64 1
61 65 1
61 66 1
61 67 1
61 68 1
61 69 1
61 70 1
61 71 1
61 73 1
61 85 1
61 97 1
61 109 1
61 121 1
61 133 1
61 60 1
61 50 1
61 49 1
61 48 1
61 39 1
61 37 1
61 28 1
61 25 1
61 17 1
61 13 1
61 6 1
61 1 1
62 75 1
62 88 1
62 101 1
62 114 1
62 127 1
62 140 1
62 73 1
62 84 1
62 63 1
62 64 1
62 65 1
62 66 1
62 67 1
62 68 1
62 69 1
62 70 1
62 71 1
62 74 1
62 86 1
62 98 1
62 110 1
62 122 1
62 134 1
62 61 1
62 60 1
62 51 1
62 50 1
62 49 1
62 40 1
62 38 1
62 36 1
62 29 1
62 26 1
62 18 1
62 14 1
62 7 1
62 2 1
63 76 1
63 89 1
63 102 1
63 115 1
63 128 1
63 141 1
63 74 1
63 85 1
63 96 1
63 64 1
63 65 1
63 66 1
63 67 1
63 68 1
63 69 1
63 70 1
63 71 1
63 75 1
63 87 1
63 99 1
63 111 1
63 123 1
63 135 1
63 62 1
63 61 1
63 60 1
63 52 1
63 51 1
63 50 1
63 41 1
63 39 1
63 37 1
63 30 1
63 27 1
63 24 1
63 19 1
63 15 1
63 8 1
63 3 1
64 77 1
64 90 1
64 103 1
64 116 1
64 129 1
64 142 1
64 75 1
64 86 1
64 97 1
64 108 1
64 65 1
64 66 1
64 67 1
64 68 1
64 69 1
64 70 1
64 71 1
64 76 1
64 88 1
64 100 1
64 112 1
64 124 1
64 136 1
64 63 1
64 62 1
64 61 1
64 60 1
64 53 1
64 52 1
64 51 1
64 42 1
64 40 1
64 38 1
64 31 1
64 28 1
64 25 1
64 20 1
64 16 1
64 12 1
64 9 1
64 4 1
65 78 1
65 91 1
65 104 1
