data;
param V := 81;
param E := 
8 26 1
8 35 1
8 44 1
8 53 1
8 62 1
8 71 1
8 80 1
8 7 1
8 6 1
8 5 1
8 4 1
8 3 1
8 2 1
8 1 1
8 0 1
9 19 1
9 29 1
9 39 1
9 49 1
9 59 1
9 69 1
9 79 1
9 10 1
9 11 1
9 12 1
9 13 1
9 14 1
9 15 1
9 16 1
9 17 1
9 18 1
9 27 1
9 36 1
9 45 1
9 54 1
9 63 1
9 72 1
9 1 1
9 0 1
10 20 1
10 30 1
10 40 1
10 50 1
10 60 1
10 70 1
10 80 1
10 18 1
10 11 1
10 12 1
10 13 1
10 14 1
10 15 1
10 16 1
10 17 1
10 19 1
10 28 1
10 37 1
10 46 1
10 55 1
10 64 1
10 73 1
10 9 1
10 2 1
10 1 1
10 0 1
11 21 1
11 31 1
11 41 1
11 51 1
11 61 1
11 71 1
11 19 1
11 27 1
11 12 1
11 13 1
11 14 1
11 15 1
11 16 1
11 17 1
11 20 1
11 29 1
11 38 1
11 47 1
11 56 1
11 65 1
11 74 1
11 10 1
11 9 1
11 3 1
11 2 1
11 1 1
12 22 1
12 32 1
12 42 1
12 52 1
12 62 1
12 20 1
12 28 1
12 36 1
12 13 1
12 14 1
12 15 1
12 16 1
12 17 1
12 21 1
12 30 1
12 39 1
12 48 1
12 57 1
12 66 1
12 75 1
12 11 1
12 10 1
12 9 1
12 4 1
12 3 1
12 2 1
13 23 1
13 33 1
13 43 1
13 53 1
13 21 1
13 29 1
13 37 1
13 45 1
13 14 1
13 15 1
13 16 1
13 17 1
13 22 1
13 31 1
13 40 1
13 49 1
13 58 1
13 67 1
13 76 1
13 12 1
13 11 1
13 10 1
13 9 1
13 5 1
13 4 1
13 3 1
14 24 1
14 34 1
14 44 1
14 22 1
14 30 1
14 38 1
14 46 1
14 54 1
14 15 1
14 16 1
14 17 1
14 23 1
14 32 1
14 41 1
14 50 1
14 59 1
14 68 1
14 77 1
14 13 1
14 12 1
14 11 1
14 10 1
14 9 1
14 6 1
14 5 1
14 4 1
15 25 1
15 35 1
15 23 1
15 31 1
15 39 1
15 47 1
15 55 1
15 63 1
15 16 1
15 17 1
15 24 1
15 33 1
15 42 1
15 51 1
15 60 1
15 69 1
15 78 1
15 14 1
15 13 1
15 12 1
15 11 1
15 10 1
15 9 1
15 7 1
15 6 1
15 5 1
16 26 1
16 24 1
16 32 1
16 40 1
16 48 1
16 56 1
16 64 1
16 72 1
16 17 1
16 25 1
16 34 1
16 43 1
16 52 1
16 61 1
16 70 1
16 79 1
16 15 1
16 14 1
16 13 1
16 12 1
16 11 1
16 10 1
16 9 1
16 8 1
16 7 1
16 6 1
17 25 1
17 33 1
17 41 1
17 49 1
17 57 1
17 65 1
17 73 1
17 26 1
17 35 1
17 44 1
17 53 1
17 62 1
17 71 1
17 80 1
17 16 1
17 15 1
17 14 1
17 13 1
17 12 1
17 11 1
17 10 1
17 9 1
17 8 1
17 7 1
18 28 1
18 38 1
18 48 1
18 58 1
18 68 1
18 78 1
18 19 1
18 20 1
18 21 1
18 22 1
18 23 1
18 24 1
18 25 1
18 26 1
18 27 1
18 36 1
18 45 1
18 54 1
18 63 1
18 72 1
18 10 1
18 9 1
18 2 1
18 0 1
19 29 1
19 39 1
19 49 1
19 59 1
19 69 1
19 79 1
19 27 1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
19 25 1
19 26 1
19 28 1
19 37 1
19 46 1
19 55 1
19 64 1
19 73 1
19 18 1
19 11 1
19 10 1
19 9 1
19 3 1
19 1 1
20 30 1
20 40 1
20 50 1
20 60 1
20 70 1
20 80 1
20 28 1
20 36 1
20 21 1
20 22 1
20 23 1
20 24 1
20 25 1
20 26 1
20 29 1
20 38 1
20 47 1
20 56 1
20 65 1
20 74 1
20 19 1
20 18 1
20 12 1
20 11 1
20 10 1
20 4 1
20 2 1
20 0 1
21 31 1
21 41 1
21 51 1
21 61 1
21 71 1
21 29 1
21 37 1
21 45 1
21 22 1
21 23 1
21 24 1
21 25 1
21 26 1
21 30 1
21 39 1
21 48 1
21 57 1
21 66 1
21 75 1
21 20 1
21 19 1
21 18 1
21 13 1
21 12 1
21 11 1
21 5 1
21 3 1
21 1 1
22 32 1
22 42 1
22 52 1
22 62 1
22 30 1
22 38 1
22 46 1
22 54 1
22 23 1
22 24 1
22 25 1
22 26 1
22 31 1
22 40 1
22 49 1
22 58 1
22 67 1
22 76 1
22 21 1
22 20 1
22 19 1
22 18 1
22 14 1
22 13 1
22 12 1
22 6 1
22 4 1
22 2 1
23 33 1
23 43 1
23 53 1
23 31 1
23 39 1
23 47 1
23 55 1
23 63 1
23 24 1
23 25 1
23 26 1
23 32 1
23 41 1
23 50 1
23 59 1
23 68 1
23 77 1
23 22 1
23 21 1
23 20 1
23 19 1
23 18 1
23 15 1
23 14 1
23 13 1
23 7 1
23 5 1
23 3 1
24 34 1
24 44 1
24 32 1
24 40 1
24 48 1
24 56 1
24 64 1
24 72 1
24 25 1
24 26 1
24 33 1
24 42 1
24 51 1
24 60 1
24 69 1
24 78 1
24 23 1
24 22 1
24 21 1
24 20 1
24 19 1
24 18 1
24 16 1
24 15 1
24 14 1
24 8 1
24 6 1
24 4 1
25 35 1
25 33 1
25 41 1
25 49 1
25 57 1
25 65 1
25 73 1
25 26 1
25 34 1
25 43 1
25 52 1
25 61 1
25 70 1
25 79 1
25 24 1
25 23 1
25 22 1
25 21 1
25 20 1
25 19 1
25 18 1
25 17 1
25 16 1
25 15 1
25 7 1
25 5 1
26 34 1
26 42 1
26 50 1
26 58 1
26 66 1
26 74 1
26 35 1
26 44 1
26 53 1
26 62 1
26 71 1
26 80 1
26 25 1
26 24 1
26 23 1
26 22 1
26 21 1
26 20 1
26 19 1
26 18 1
26 17 1
26 16 1
26 8 1
26 6 1
27 37 1
27 47 1
27 57 1
27 67 1
27 77 1
27 28 1
27 29 1
27 30 1
27 31 1
27 32 1
27 33 1
27 34 1
27 35 1
27 36 1
27 45 1
27 54 1
27 63 1
27 72 1
27 19 1
27 18 1
27 11 1
27 9 1
27 3 1
27 0 1
28 38 1
28 48 1
28 58 1
28 68 1
28 78 1
28 36 1
28 29 1
28 30 1
28 31 1
28 32 1
28 33 1
28 34 1
28 35 1
28 37 1
28 46 1
28 55 1
28 64 1
28 73 1
28 27 1
28 20 1
28 19 1
28 18 1
28 12 1
28 10 1
28 4 1
28 1 1
29 39 1
29 49 1
29 59 1
29 69 1
29 79 1
29 37 1
29 45 1
29 30 1
29 31 1
29 32 1
29 33 1
29 34 1
29 35 1
29 38 1
29 47 1
29 56 1
29 65 1
29 74 1
29 28 1
29 27 1
29 21 1
29 20 1
29 19 1
29 13 1
29 11 1
29 9 1
29 5 1
29 2 1
30 40 1
30 50 1
30 60 1
30 70 1
30 80 1
30 38 1
30 46 1
30 54 1
30 31 1
30 32 1
30 33 1
30 34 1
30 35 1
30 39 1
30 48 1
30 57 1
30 66 1
30 75 1
30 29 1
30 28 1
30 27 1
30 22 1
30 21 1
30 20 1
30 14 1
30 12 1
30 10 1
30 6 1
30 3 1
30 0 1
31 41 1
31 51 1
31 61 1
31 71 1
31 39 1
31 47 1
31 55 1
31 63 1
31 32 1
31 33 1
31 34 1
31 35 1
31 40 1
31 49 1
31 58 1
31 67 1
31 76 1
31 30 1
31 29 1
31 28 1
31 27 1
31 23 1
31 22 1
31 21 1
31 15 1
31 13 1
31 11 1
31 7 1
31 4 1
31 1 1
32 42 1
32 52 1
32 62 1
32 40 1
32 48 1
32 56 1
32 64 1
32 72 1
32 33 1
32 34 1
32 35 1
32 41 1
32 50 1
32 59 1
32 68 1
32 77 1
32 31 1
32 30 1
32 29 1
32 28 1
32 27 1
32 24 1
32 23 1
32 22 1
32 16 1
32 14 1
32 12 1
32 8 1
32 5 1
32 2 1
33 43 1
33 53 1
33 41 1
33 49 1
33 57 1
33 65 1
33 73 1
33 34 1
33 35 1
33 42 1
33 51 1
33 60 1
33 69 1
33 78 1
33 32 1
33 31 1
33 30 1
33 29 1
33 28 1
33 27 1
33 25 1
33 24 1
33 23 1
33 17 1
33 15 1
33 13 1
33 6 1
33 3 1
34 44 1
34 42 1
34 50 1
34 58 1
34 66 1
34 74 1
34 35 1
34 43 1
34 52 1
34 61 1
34 70 1
34 79 1
34 33 1
34 32 1
34 31 1
34 30 1
34 29 1
34 28 1
34 27 1
34 26 1
34 25 1
34 24 1
34 16 1
34 14 1
34 7 1
34 4 1
35 43 1
35 51 1
35 59 1
35 67 1
35 75 1
35 44 1
35 53 1
35 62 1
35 71 1
35 80 1
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 29 1
35 28 1
35 27 1
35 26 1
35 25 1
35 17 1
35 15 1
35 8 1
35 5 1
36 46 1
36 56 1
36 66 1
36 76 1
36 37 1
36 38 1
36 39 1
36 40 1
36 41 1
36 42 1
36 43 1
36 44 1
36 45 1
36 54 1
36 63 1
36 72 1
36 28 1
36 27 1
36 20 1
36 18 1
36 12 1
36 9 1
36 4 1
36 0 1
37 47 1
37 57 1
37 67 1
37 77 1
37 45 1
37 38 1
37 39 1
37 40 1
37 41 1
37 42 1
37 43 1
37 44 1
37 46 1
37 55 1
37 64 1
37 73 1
37 36 1
37 29 1
37 28 1
37 27 1
37 21 1
37 19 1
37 13 1
37 10 1
37 5 1
37 1 1
38 48 1
38 58 1
38 68 1
38 78 1
38 46 1
38 54 1
38 39 1
38 40 1
38 41 1
38 42 1
38 43 1
38 44 1
38 47 1
38 56 1
38 65 1
38 74 1
38 37 1
38 36 1
38 30 1
38 29 1
38 28 1
38 22 1
38 20 1
38 18 1
38 14 1
38 11 1
38 6 1
38 2 1
39 49 1
39 59 1
39 69 1
39 79 1
39 47 1
39 55 1
39 63 1
39 40 1
39 41 1
39 42 1
39 43 1
39 44 1
39 48 1
39 57 1
39 66 1
39 75 1
39 38 1
39 37 1
39 36 1
39 31 1
39 30 1
39 29 1
39 23 1
39 21 1
39 19 1
39 15 1
39 12 1
39 9 1
39 7 1
39 3 1
40 50 1
40 60 1
40 70 1
40 80 1
40 48 1
40 56 1
40 64 1
40 72 1
40 41 1
40 42 1
40 43 1
40 44 1
40 49 1
40 58 1
40 67 1
40 76 1
40 39 1
40 38 1
40 37 1
40 36 1
40 32 1
40 31 1
40 30 1
40 24 1
40 22 1
40 20 1
40 16 1
40 13 1
40 10 1
40 8 1
40 4 1
40 0 1
41 51 1
41 61 1
41 71 1
41 49 1
41 57 1
41 65 1
41 73 1
41 42 1
41 43 1
41 44 1
41 50 1
41 59 1
41 68 1
41 77 1
41 40 1
41 39 1
41 38 1
41 37 1
41 36 1
41 33 1
41 32 1
41 31 1
41 25 1
41 23 1
41 21 1
41 17 1
41 14 1
41 11 1
41 5 1
41 1 1
42 52 1
42 62 1
42 50 1
42 58 1
42 66 1
42 74 1
42 43 1
42 44 1
42 51 1
42 60 1
42 69 1
42 78 1
42 41 1
42 40 1
42 39 1
42 38 1
42 37 1
42 36 1
42 34 1
42 33 1
42 32 1
42 26 1
42 24 1
42 22 1
42 15 1
42 12 1
42 6 1
42 2 1
43 53 1
43 51 1
43 59 1
43 67 1
43 75 1
43 44 1
43 52 1
43 61 1
43 70 1
43 79 1
43 42 1
43 41 1
43 40 1
43 39 1
43 38 1
43 37 1
43 36 1
43 35 1
43 34 1
43 33 1
43 25 1
43 23 1
43 16 1
43 13 1
43 7 1
43 3 1
44 52 1
44 60 1
44 68 1
44 76 1
44 53 1
44 62 1
44 71 1
44 80 1
44 43 1
44 42 1
44 41 1
44 40 1
44 39 1
44 38 1
44 37 1
44 36 1
44 35 1
44 34 1
44 26 1
44 24 1
44 17 1
44 14 1
44 8 1
44 4 1
45 55 1
45 65 1
45 75 1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
45 51 1
45 52 1
45 53 1
45 54 1
45 63 1
45 72 1
45 37 1
45 36 1
45 29 1
45 27 1
45 21 1
45 18 1
45 13 1
45 9 1
45 5 1
45 0 1
46 56 1
46 66 1
46 76 1
46 54 1
46 47 1
46 48 1
46 49 1
46 50 1
46 51 1
46 52 1
46 53 1
46 55 1
46 64 1
46 73 1
46 45 1
46 38 1
46 37 1
46 36 1
46 30 1
46 28 1
46 22 1
46 19 1
46 14 1
46 10 1
46 6 1
46 1 1
47 57 1
47 67 1
47 77 1
47 55 1
47 63 1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
47 53 1
47 56 1
47 65 1
47 74 1
47 46 1
47 45 1
47 39 1
47 38 1
47 37 1
47 31 1
47 29 1
47 27 1
47 23 1
47 20 1
47 15 1
47 11 1
47 7 1
47 2 1
48 58 1
48 68 1
48 78 1
48 56 1
48 64 1
48 72 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 57 1
48 66 1
48 75 1
48 47 1
48 46 1
48 45 1
48 40 1
48 39 1
48 38 1
48 32 1
48 30 1
48 28 1
48 24 1
48 21 1
48 18 1
48 16 1
48 12 1
48 8 1
48 3 1
49 59 1
49 69 1
49 79 1
49 57 1
49 65 1
49 73 1
49 50 1
49 51 1
49 52 1
49 53 1
49 58 1
49 67 1
49 76 1
49 48 1
49 47 1
49 46 1
49 45 1
49 41 1
49 40 1
49 39 1
49 33 1
49 31 1
49 29 1
49 25 1
49 22 1
49 19 1
49 17 1
49 13 1
49 9 1
49 4 1
50 60 1
50 70 1
50 80 1
50 58 1
50 66 1
50 74 1
50 51 1
50 52 1
50 53 1
50 59 1
50 68 1
50 77 1
50 49 1
50 48 1
50 47 1
50 46 1
50 45 1
50 42 1
50 41 1
50 40 1
50 34 1
50 32 1
50 30 1
50 26 1
50 23 1
50 20 1
50 14 1
50 10 1
50 5 1
50 0 1
51 61 1
51 71 1
51 59 1
51 67 1
51 75 1
51 52 1
51 53 1
51 60 1
51 69 1
51 78 1
51 50 1
51 49 1
51 48 1
51 47 1
51 46 1
51 45 1
51 43 1
51 42 1
51 41 1
51 35 1
51 33 1
51 31 1
51 24 1
51 21 1
51 15 1
51 11 1
51 6 1
51 1 1
52 62 1
52 60 1
52 68 1
52 76 1
52 53 1
52 61 1
52 70 1
52 79 1
52 51 1
52 50 1
52 49 1
52 48 1
52 47 1
52 46 1
52 45 1
52 44 1
52 43 1
52 42 1
52 34 1
52 32 1
52 25 1
52 22 1
52 16 1
52 12 1
52 7 1
52 2 1
53 61 1
53 69 1
53 77 1
53 62 1
53 71 1
53 80 1
53 52 1
53 51 1
53 50 1
53 49 1
53 48 1
53 47 1
53 46 1
53 45 1
53 44 1
53 43 1
53 35 1
53 33 1
53 26 1
53 23 1
53 17 1
53 13 1
53 8 1
53 3 1
54 64 1
54 74 1
54 55 1
54 56 1
54 57 1
54 58 1
54 59 1
54 60 1
54 61 1
54 62 1
54 63 1
54 72 1
54 46 1
54 45 1
54 38 1
54 36 1
54 30 1
54 27 1
54 22 1
54 18 1
54 14 1
54 9 1
54 6 1
54 0 1
55 65 1
55 75 1
55 63 1
55 56 1
55 57 1
55 58 1
55 59 1
55 60 1
55 61 1
55 62 1
55 64 1
55 73 1
55 54 1
55 47 1
55 46 1
55 45 1
55 39 1
55 37 1
55 31 1
55 28 1
55 23 1
55 19 1
55 15 1
55 10 1
55 7 1
55 1 1
56 66 1
56 76 1
56 64 1
56 72 1
56 57 1
56 58 1
56 59 1
56 60 1
56 61 1
56 62 1
56 65 1
56 74 1
56 55 1
56 54 1
56 48 1
56 47 1
56 46 1
56 40 1
56 38 1
56 36 1
56 32 1
56 29 1
56 24 1
56 20 1
56 16 1
56 11 1
56 8 1
56 2 1
57 67 1
57 77 1
57 65 1
57 73 1
57 58 1
57 59 1
57 60 1
57 61 1
57 62 1
57 66 1
57 75 1
57 56 1
57 55 1
57 54 1
57 49 1
57 48 1
57 47 1
57 41 1
57 39 1
57 37 1
57 33 1
57 30 1
57 27 1
57 25 1
57 21 1
57 17 1
57 12 1
57 3 1
58 68 1
58 78 1
58 66 1
58 74 1
58 59 1
58 60 1
58 61 1
58 62 1
58 67 1
58 76 1
58 57 1
58 56 1
58 55 1
58 54 1
58 50 1
58 49 1
58 48 1
58 42 1
58 40 1
58 38 1
58 34 1
58 31 1
58 28 1
58 26 1
58 22 1
58 18 1
58 13 1
58 4 1
59 69 1
59 79 1
59 67 1
59 75 1
59 60 1
59 61 1
59 62 1
59 68 1
59 77 1
59 58 1
59 57 1
59 56 1
59 55 1
59 54 1
59 51 1
59 50 1
59 49 1
59 43 1
59 41 1
59 39 1
59 35 1
59 32 1
59 29 1
59 23 1
59 19 1
59 14 1
59 9 1
59 5 1
60 70 1
60 80 1
60 68 1
60 76 1
60 61 1
60 62 1
60 69 1
60 78 1
60 59 1
60 58 1
60 57 1
60 56 1
60 55 1
60 54 1
60 52 1
60 51 1
60 50 1
60 44 1
60 42 1
60 40 1
60 33 1
60 30 1
60 24 1
60 20 1
60 15 1
60 10 1
60 6 1
60 0 1
61 71 1
61 69 1
61 77 1
61 62 1
61 70 1
61 79 1
61 60 1
61 59 1
61 58 1
61 57 1
61 56 1
61 55 1
61 54 1
61 53 1
61 52 1
61 51 1
61 43 1
61 41 1
61 34 1
61 31 1
61 25 1
61 21 1
61 16 1
61 11 1
61 7 1
61 1 1
62 70 1
62 78 1
62 71 1
62 80 1
62 61 1
62 60 1
62 59 1
62 58 1
62 57 1
62 56 1
62 55 1
62 54 1
62 53 1
62 52 1
62 44 1
62 42 1
62 35 1
62 32 1
62 26 1
62 22 1
62 17 1
62 12 1
62 8 1
62 2 1
63 73 1
63 64 1
63 65 1
63 66 1
63 67 1
63 68 1
63 69 1
63 70 1
63 71 1
63 72 1
63 55 1
63 54 1
63 47 1
63 45 1
63 39 1
63 36 1
63 31 1
63 27 1
63 23 1
63 18 1
63 15 1
63 9 1
63 7 1
63 0 1
64 74 1
64 72 1
64 65 1
64 66 1
64 67 1
64 68 1
64 69 1
64 70 1
64 71 1
64 73 1
64 63 1
64 56 1
64 55 1
64 54 1
64 48 1
64 46 1
64 40 1
64 37 1
64 32 1
64 28 1
64 24 1
64 19 1
64 16 1
64 10 1
64 8 1
64 1 1
65 75 1
65 73 1
65 66 1
65 67 1
65 68 1
65 69 1
65 70 1
65 71 1
65 74 1
65 64 1
65 63 1
65 57 1
65 56 1
65 55 1
65 49 1
65 47 1
65 45 1
65 41 1
65 38 1
65 33 1
65 29 1
65 25 1
65 20 1
65 17 1
65 11 1
65 2 1
66 76 1
66 74 1
66 67 1
66 68 1
66 69 1
66 70 1
66 71 1
66 75 1
66 65 1
66 64 1
66 63 1
66 58 1
66 57 1
66 56 1
66 50 1
66 48 1
66 46 1
66 42 1
66 39 1
66 36 1
66 34 1
66 30 1
66 26 1
66 21 1
66 12 1
66 3 1
67 77 1
67 75 1
67 68 1
67 69 1
67 70 1
67 71 1
67 76 1
67 66 1
67 65 1
67 64 1
67 63 1
67 59 1
67 58 1
67 57 1
67 51 1
67 49 1
67 47 1
67 43 1
67 40 1
67 37 1
67 35 1
67 31 1
67 27 1
67 22 1
67 13 1
67 4 1
68 78 1
68 76 1
68 69 1
68 70 1
68 71 1
68 77 1
68 67 1
68 66 1
68 65 1
68 64 1
68 63 1
68 60 1
68 59 1
68 58 1
68 52 1
68 50 1
68 48 1
68 44 1
68 41 1
68 38 1
68 32 1
68 28 1
68 23 1
68 18 1
68 14 1
68 5 1
69 79 1
69 77 1
69 70 1
69 71 1
69 78 1
69 68 1
69 67 1
69 66 1
69 65 1
69 64 1
69 63 1
69 61 1
69 60 1
69 59 1
69 53 1
69 51 1
69 49 1
69 42 1
69 39 1
69 33 1
69 29 1
69 24 1
69 19 1
69 15 1
69 9 1
69 6 1
70 80 1
70 78 1
70 71 1
70 79 1
70 69 1
70 68 1
70 67 1
70 66 1
70 65 1
70 64 1
70 63 1
70 62 1
70 61 1
70 60 1
70 52 1
70 50 1
70 43 1
70 40 1
70 34 1
70 30 1
70 25 1
70 20 1
70 16 1
70 10 1
70 7 1
70 0 1
71 79 1
71 80 1
71 70 1
71 69 1
71 68 1
71 67 1
71 66 1
71 65 1
71 64 1
71 63 1
71 62 1
71 61 1
71 53 1
71 51 1
71 44 1
71 41 1
71 35 1
71 31 1
71 26 1
71 21 1
71 17 1
71 11 1
71 8 1
71 1 1
72 73 1
72 74 1
72 75 1
72 76 1
72 77 1
72 78 1
72 79 1
72 80 1
72 64 1
72 63 1
72 56 1
72 54 1
72 48 1
72 45 1
72 40 1
72 36 1
72 32 1
72 27 1
72 24 1
72 18 1
72 16 1
72 9 1
72 8 1
72 0 1
73 74 1
73 75 1
73 76 1
73 77 1
73 78 1
73 79 1
73 80 1
73 72 1
73 65 1
73 64 1
73 63 1
73 57 1
73 55 1
73 49 1
73 46 1
73 41 1
73 37 1
73 33 1
73 28 1
73 25 1
73 19 1
73 17 1
73 10 1
73 1 1
74 75 1
74 76 1
74 77 1
74 78 1
74 79 1
74 80 1
74 73 1
74 72 1
74 66 1
74 65 1
74 64 1
74 58 1
74 56 1
74 54 1
74 50 1
74 47 1
74 42 1
74 38 1
74 34 1
74 29 1
74 26 1
74 20 1
74 11 1
74 2 1
75 76 1
75 77 1
75 78 1
75 79 1
75 80 1
75 74 1
75 73 1
75 72 1
75 67 1
75 66 1
75 65 1
75 59 1
75 57 1
75 55 1
75 51 1
75 48 1
75 45 1
75 43 1
75 39 1
75 35 1
75 30 1
75 21 1
75 12 1
75 3 1
76 77 1
76 78 1
76 79 1
76 80 1
76 75 1
76 74 1
76 73 1
76 72 1
76 68 1
76 67 1
76 66 1
76 60 1
76 58 1
76 56 1
76 52 1
76 49 1
76 46 1
76 44 1
76 40 1
76 36 1
76 31 1
76 22 1
76 13 1
76 4 1
77 78 1
77 79 1
77 80 1
77 76 1
77 75 1
77 74 1
77 73 1
77 72 1
77 69 1
77 68 1
77 67 1
77 61 1
77 59 1
77 57 1
77 53 1
77 50 1
77 47 1
77 41 1
77 37 1
77 32 1
77 27 1
77 23 1
77 14 1
77 5 1
78 79 1
78 80 1
78 77 1
78 76 1
78 75 1
78 74 1
78 73 1
78 72 1
78 70 1
78 69 1
78 68 1
78 62 1
78 60 1
78 58 1
78 51 1
78 48 1
78 42 1
78 38 1
78 33 1
78 28 1
78 24 1
78 18 1
78 15 1
78 6 1
79 80 1
79 78 1
79 77 1
79 76 1
79 75 1
79 74 1
79 73 1
79 72 1
79 71 1
79 70 1
79 69 1
79 61 1
79 59 1
79 52 1
79 49 1
79 43 1
79 39 1
79 34 1
79 29 1
79 25 1
79 19 1
79 16 1
79 9 1
79 7 1
80 79 1
80 78 1
80 77 1
80 76 1
80 75 1
80 74 1
80 73 1
80 72 1
80 71 1
80 70 1
80 62 1
80 60 1
80 53 1
80 50 1
80 44 1
80 40 1
80 35 1
80 30 1
80 26 1
80 20 1
80 17 1
80 10 1
80 8 1
80 0 1
;
end;
