data;
param V := 196;
param E := 
5 61 1
5 75 1
5 89 1
5 103 1
5 117 1
5 131 1
5 145 1
5 159 1
5 173 1
5 187 1
5 4 1
5 3 1
5 2 1
5 1 1
5 0 1
6 21 1
6 36 1
6 51 1
6 66 1
6 81 1
6 96 1
6 111 1
6 19 1
6 32 1
6 45 1
6 58 1
6 71 1
6 84 1
6 7 1
6 8 1
6 9 1
6 10 1
6 11 1
6 12 1
6 13 1
6 20 1
6 34 1
6 48 1
6 62 1
6 76 1
6 90 1
6 104 1
6 118 1
6 132 1
6 146 1
6 160 1
6 174 1
6 188 1
6 5 1
6 4 1
6 3 1
6 2 1
6 1 1
6 0 1
7 22 1
7 37 1
7 52 1
7 67 1
7 82 1
7 97 1
7 20 1
7 33 1
7 46 1
7 59 1
7 72 1
7 85 1
7 98 1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
7 13 1
7 21 1
7 35 1
7 49 1
7 63 1
7 77 1
7 91 1
7 105 1
7 119 1
7 133 1
7 147 1
7 161 1
7 175 1
7 189 1
7 6 1
7 5 1
7 4 1
7 3 1
7 2 1
7 1 1
7 0 1
8 23 1
8 38 1
8 53 1
8 68 1
8 83 1
8 21 1
8 34 1
8 47 1
8 60 1
8 73 1
8 86 1
8 99 1
8 112 1
8 9 1
8 10 1
8 11 1
8 12 1
8 13 1
8 22 1
8 36 1
8 50 1
8 64 1
8 78 1
8 92 1
8 106 1
8 120 1
8 134 1
8 148 1
8 162 1
8 176 1
8 190 1
8 7 1
8 6 1
8 5 1
8 4 1
8 3 1
8 2 1
8 1 1
8 0 1
9 24 1
9 39 1
9 54 1
9 69 1
9 22 1
9 35 1
9 48 1
9 61 1
9 74 1
9 87 1
9 100 1
9 113 1
9 126 1
9 10 1
9 11 1
9 12 1
9 13 1
9 23 1
9 37 1
9 51 1
9 65 1
9 79 1
9 93 1
9 107 1
9 121 1
9 135 1
9 149 1
9 163 1
9 177 1
9 191 1
9 8 1
9 7 1
9 6 1
9 5 1
9 4 1
9 3 1
9 2 1
9 1 1
9 0 1
10 25 1
10 40 1
10 55 1
10 23 1
10 36 1
10 49 1
10 62 1
10 75 1
10 88 1
10 101 1
10 114 1
10 127 1
10 140 1
10 11 1
10 12 1
10 13 1
10 24 1
10 38 1
10 52 1
10 66 1
10 80 1
10 94 1
10 108 1
10 122 1
10 136 1
10 150 1
10 164 1
10 178 1
10 192 1
10 9 1
10 8 1
10 7 1
10 6 1
10 5 1
10 4 1
10 3 1
10 2 1
10 1 1
10 0 1
11 26 1
11 41 1
11 24 1
11 37 1
11 50 1
11 63 1
11 76 1
11 89 1
11 102 1
11 115 1
11 128 1
11 141 1
11 154 1
11 12 1
11 13 1
11 25 1
11 39 1
11 53 1
11 67 1
11 81 1
11 95 1
11 109 1
11 123 1
11 137 1
11 151 1
11 165 1
11 179 1
11 193 1
11 10 1
11 9 1
11 8 1
11 7 1
11 6 1
11 5 1
11 4 1
11 3 1
11 2 1
11 1 1
11 0 1
12 27 1
12 25 1
12 38 1
12 51 1
12 64 1
12 77 1
12 90 1
12 103 1
12 116 1
12 129 1
12 142 1
12 155 1
12 168 1
12 13 1
12 26 1
12 40 1
12 54 1
12 68 1
12 82 1
12 96 1
12 110 1
12 124 1
12 138 1
12 152 1
12 166 1
12 180 1
12 194 1
12 11 1
12 10 1
12 9 1
12 8 1
12 7 1
12 6 1
12 5 1
12 4 1
12 3 1
12 2 1
12 1 1
12 0 1
13 26 1
13 39 1
13 52 1
13 65 1
13 78 1
13 91 1
13 104 1
13 117 1
13 130 1
13 143 1
13 156 1
13 169 1
13 182 1
13 27 1
13 41 1
13 55 1
13 69 1
13 83 1
13 97 1
13 111 1
13 125 1
13 139 1
13 153 1
13 167 1
13 181 1
13 195 1
13 12 1
13 11 1
13 10 1
13 9 1
13 8 1
13 7 1
13 6 1
13 5 1
13 4 1
13 3 1
13 2 1
13 1 1
13 0 1
14 29 1
14 44 1
14 59 1
14 74 1
14 89 1
14 104 1
14 119 1
14 134 1
14 149 1
14 164 1
14 179 1
14 194 1
14 15 1
14 16 1
14 17 1
14 18 1
14 19 1
14 20 1
14 21 1
14 22 1
14 23 1
14 24 1
14 25 1
14 26 1
14 27 1
14 28 1
14 42 1
14 56 1
14 70 1
14 84 1
14 98 1
14 112 1
14 126 1
14 140 1
14 154 1
14 168 1
14 182 1
14 1 1
14 0 1
15 30 1
15 45 1
15 60 1
15 75 1
15 90 1
15 105 1
15 120 1
15 135 1
15 150 1
15 165 1
15 180 1
15 195 1
15 28 1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
15 21 1
15 22 1
15 23 1
15 24 1
15 25 1
15 26 1
15 27 1
15 29 1
15 43 1
15 57 1
15 71 1
15 85 1
15 99 1
15 113 1
15 127 1
15 141 1
15 155 1
15 169 1
15 183 1
15 14 1
15 2 1
15 1 1
15 0 1
16 31 1
16 46 1
16 61 1
16 76 1
16 91 1
16 106 1
16 121 1
16 136 1
16 151 1
16 166 1
16 181 1
16 29 1
16 42 1
16 17 1
16 18 1
16 19 1
16 20 1
16 21 1
16 22 1
16 23 1
16 24 1
16 25 1
16 26 1
16 27 1
16 30 1
16 44 1
16 58 1
16 72 1
16 86 1
16 100 1
16 114 1
16 128 1
16 142 1
16 156 1
16 170 1
16 184 1
16 15 1
16 14 1
16 3 1
16 2 1
16 1 1
17 32 1
17 47 1
17 62 1
17 77 1
17 92 1
17 107 1
17 122 1
17 137 1
17 152 1
17 167 1
17 30 1
17 43 1
17 56 1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
17 23 1
17 24 1
17 25 1
17 26 1
17 27 1
17 31 1
17 45 1
17 59 1
17 73 1
17 87 1
17 101 1
17 115 1
17 129 1
17 143 1
17 157 1
17 171 1
17 185 1
17 16 1
17 15 1
17 14 1
17 4 1
17 3 1
17 2 1
18 33 1
18 48 1
18 63 1
18 78 1
18 93 1
18 108 1
18 123 1
18 138 1
18 153 1
18 31 1
18 44 1
18 57 1
18 70 1
18 19 1
18 20 1
18 21 1
18 22 1
18 23 1
18 24 1
18 25 1
18 26 1
18 27 1
18 32 1
18 46 1
18 60 1
18 74 1
18 88 1
18 102 1
18 116 1
18 130 1
18 144 1
18 158 1
18 172 1
18 186 1
18 17 1
18 16 1
18 15 1
18 14 1
18 5 1
18 4 1
18 3 1
19 34 1
19 49 1
19 64 1
19 79 1
19 94 1
19 109 1
19 124 1
19 139 1
19 32 1
19 45 1
19 58 1
19 71 1
19 84 1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
19 25 1
19 26 1
19 27 1
19 33 1
19 47 1
19 61 1
19 75 1
19 89 1
19 103 1
19 117 1
19 131 1
19 145 1
19 159 1
19 173 1
19 187 1
19 18 1
19 17 1
19 16 1
19 15 1
19 14 1
19 6 1
19 5 1
19 4 1
20 35 1
20 50 1
20 65 1
20 80 1
20 95 1
20 110 1
20 125 1
20 33 1
20 46 1
20 59 1
20 72 1
20 85 1
20 98 1
20 21 1
20 22 1
20 23 1
20 24 1
20 25 1
20 26 1
20 27 1
20 34 1
20 48 1
20 62 1
20 76 1
20 90 1
20 104 1
20 118 1
20 132 1
20 146 1
20 160 1
20 174 1
20 188 1
20 19 1
20 18 1
20 17 1
20 16 1
20 15 1
20 14 1
20 7 1
20 6 1
20 5 1
21 36 1
21 51 1
21 66 1
21 81 1
21 96 1
21 111 1
21 34 1
21 47 1
21 60 1
21 73 1
21 86 1
21 99 1
21 112 1
21 22 1
21 23 1
21 24 1
21 25 1
21 26 1
21 27 1
21 35 1
21 49 1
21 63 1
21 77 1
21 91 1
21 105 1
21 119 1
21 133 1
21 147 1
21 161 1
21 175 1
21 189 1
21 20 1
21 19 1
21 18 1
21 17 1
21 16 1
21 15 1
21 14 1
21 8 1
21 7 1
21 6 1
22 37 1
22 52 1
22 67 1
22 82 1
22 97 1
22 35 1
22 48 1
22 61 1
22 74 1
22 87 1
22 100 1
22 113 1
22 126 1
22 23 1
22 24 1
22 25 1
22 26 1
22 27 1
22 36 1
22 50 1
22 64 1
22 78 1
22 92 1
22 106 1
22 120 1
22 134 1
22 148 1
22 162 1
22 176 1
22 190 1
22 21 1
22 20 1
22 19 1
22 18 1
22 17 1
22 16 1
22 15 1
22 14 1
22 9 1
22 8 1
22 7 1
23 38 1
23 53 1
23 68 1
23 83 1
23 36 1
23 49 1
23 62 1
23 75 1
23 88 1
23 101 1
23 114 1
23 127 1
23 140 1
23 24 1
23 25 1
23 26 1
23 27 1
23 37 1
23 51 1
23 65 1
23 79 1
23 93 1
23 107 1
23 121 1
23 135 1
23 149 1
23 163 1
23 177 1
23 191 1
23 22 1
23 21 1
23 20 1
23 19 1
23 18 1
23 17 1
23 16 1
23 15 1
23 14 1
23 10 1
23 9 1
23 8 1
24 39 1
24 54 1
24 69 1
24 37 1
24 50 1
24 63 1
24 76 1
24 89 1
24 102 1
24 115 1
24 128 1
24 141 1
24 154 1
24 25 1
24 26 1
24 27 1
24 38 1
24 52 1
24 66 1
24 80 1
24 94 1
24 108 1
24 122 1
24 136 1
24 150 1
24 164 1
24 178 1
24 192 1
24 23 1
24 22 1
24 21 1
24 20 1
24 19 1
24 18 1
24 17 1
24 16 1
24 15 1
24 14 1
24 11 1
24 10 1
24 9 1
25 40 1
25 55 1
25 38 1
25 51 1
25 64 1
25 77 1
25 90 1
25 103 1
25 116 1
25 129 1
25 142 1
25 155 1
25 168 1
25 26 1
25 27 1
25 39 1
25 53 1
25 67 1
25 81 1
25 95 1
25 109 1
25 123 1
25 137 1
25 151 1
25 165 1
25 179 1
25 193 1
25 24 1
25 23 1
25 22 1
25 21 1
25 20 1
25 19 1
25 18 1
25 17 1
25 16 1
25 15 1
25 14 1
25 12 1
25 11 1
25 10 1
26 41 1
26 39 1
26 52 1
26 65 1
26 78 1
26 91 1
26 104 1
26 117 1
26 130 1
26 143 1
26 156 1
26 169 1
26 182 1
26 27 1
26 40 1
26 54 1
26 68 1
26 82 1
26 96 1
26 110 1
26 124 1
26 138 1
26 152 1
26 166 1
26 180 1
26 194 1
26 25 1
26 24 1
26 23 1
26 22 1
26 21 1
26 20 1
26 19 1
26 18 1
26 17 1
26 16 1
26 15 1
26 14 1
26 13 1
26 12 1
26 11 1
27 40 1
27 53 1
27 66 1
27 79 1
27 92 1
27 105 1
27 118 1
27 131 1
27 144 1
27 157 1
27 170 1
27 183 1
27 41 1
27 55 1
27 69 1
27 83 1
27 97 1
27 111 1
27 125 1
27 139 1
27 153 1
27 167 1
27 181 1
27 195 1
27 26 1
27 25 1
27 24 1
27 23 1
27 22 1
27 21 1
27 20 1
27 19 1
27 18 1
27 17 1
27 16 1
27 15 1
27 14 1
27 13 1
27 12 1
28 43 1
28 58 1
28 73 1
28 88 1
28 103 1
28 118 1
28 133 1
28 148 1
28 163 1
28 178 1
28 193 1
28 29 1
28 30 1
28 31 1
28 32 1
28 33 1
28 34 1
28 35 1
28 36 1
28 37 1
28 38 1
28 39 1
28 40 1
28 41 1
28 42 1
28 56 1
28 70 1
28 84 1
28 98 1
28 112 1
28 126 1
28 140 1
28 154 1
28 168 1
28 182 1
28 15 1
28 14 1
28 2 1
28 0 1
29 44 1
29 59 1
29 74 1
29 89 1
29 104 1
29 119 1
29 134 1
29 149 1
29 164 1
29 179 1
29 194 1
29 42 1
29 30 1
29 31 1
29 32 1
29 33 1
29 34 1
29 35 1
29 36 1
29 37 1
29 38 1
29 39 1
29 40 1
29 41 1
29 43 1
29 57 1
29 71 1
29 85 1
29 99 1
29 113 1
29 127 1
29 141 1
29 155 1
29 169 1
29 183 1
29 28 1
29 16 1
29 15 1
29 14 1
29 3 1
29 1 1
30 45 1
30 60 1
30 75 1
30 90 1
30 105 1
30 120 1
30 135 1
30 150 1
30 165 1
30 180 1
30 195 1
30 43 1
30 56 1
30 31 1
30 32 1
30 33 1
30 34 1
30 35 1
30 36 1
30 37 1
30 38 1
30 39 1
30 40 1
30 41 1
30 44 1
30 58 1
30 72 1
30 86 1
30 100 1
30 114 1
30 128 1
30 142 1
30 156 1
30 170 1
30 184 1
30 29 1
30 28 1
30 17 1
30 16 1
30 15 1
30 4 1
30 2 1
30 0 1
31 46 1
31 61 1
31 76 1
31 91 1
31 106 1
31 121 1
31 136 1
31 151 1
31 166 1
31 181 1
31 44 1
31 57 1
31 70 1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
31 37 1
31 38 1
31 39 1
31 40 1
31 41 1
31 45 1
31 59 1
31 73 1
31 87 1
31 101 1
31 115 1
31 129 1
31 143 1
31 157 1
31 171 1
31 185 1
31 30 1
31 29 1
31 28 1
31 18 1
31 17 1
31 16 1
31 5 1
31 3 1
31 1 1
32 47 1
32 62 1
32 77 1
32 92 1
32 107 1
32 122 1
32 137 1
32 152 1
32 167 1
32 45 1
32 58 1
32 71 1
32 84 1
32 33 1
32 34 1
32 35 1
32 36 1
32 37 1
32 38 1
32 39 1
32 40 1
32 41 1
32 46 1
32 60 1
32 74 1
32 88 1
32 102 1
32 116 1
32 130 1
32 144 1
32 158 1
32 172 1
32 186 1
32 31 1
32 30 1
32 29 1
32 28 1
32 19 1
32 18 1
32 17 1
32 6 1
32 4 1
32 2 1
33 48 1
33 63 1
33 78 1
33 93 1
33 108 1
33 123 1
33 138 1
33 153 1
33 46 1
33 59 1
33 72 1
33 85 1
33 98 1
33 34 1
33 35 1
33 36 1
33 37 1
33 38 1
33 39 1
33 40 1
33 41 1
33 47 1
33 61 1
33 75 1
33 89 1
33 103 1
33 117 1
33 131 1
33 145 1
33 159 1
33 173 1
33 187 1
33 32 1
33 31 1
33 30 1
33 29 1
33 28 1
33 20 1
33 19 1
33 18 1
33 7 1
33 5 1
33 3 1
34 49 1
34 64 1
34 79 1
34 94 1
34 109 1
34 124 1
34 139 1
34 47 1
34 60 1
34 73 1
34 86 1
34 99 1
34 112 1
34 35 1
34 36 1
34 37 1
34 38 1
34 39 1
34 40 1
34 41 1
34 48 1
34 62 1
34 76 1
34 90 1
34 104 1
34 118 1
34 132 1
34 146 1
34 160 1
34 174 1
34 188 1
34 33 1
34 32 1
34 31 1
34 30 1
34 29 1
34 28 1
34 21 1
34 20 1
34 19 1
34 8 1
34 6 1
34 4 1
35 50 1
35 65 1
35 80 1
35 95 1
35 110 1
35 125 1
35 48 1
35 61 1
35 74 1
35 87 1
35 100 1
35 113 1
35 126 1
35 36 1
35 37 1
35 38 1
35 39 1
35 40 1
35 41 1
35 49 1
35 63 1
35 77 1
35 91 1
35 105 1
35 119 1
35 133 1
35 147 1
35 161 1
35 175 1
35 189 1
35 34 1
35 33 1
35 32 1
35 31 1
35 30 1
35 29 1
35 28 1
35 22 1
35 21 1
35 20 1
35 9 1
35 7 1
35 5 1
36 51 1
36 66 1
36 81 1
36 96 1
36 111 1
36 49 1
36 62 1
36 75 1
36 88 1
36 101 1
36 114 1
36 127 1
36 140 1
36 37 1
36 38 1
36 39 1
36 40 1
36 41 1
36 50 1
36 64 1
36 78 1
36 92 1
36 106 1
36 120 1
36 134 1
36 148 1
36 162 1
36 176 1
36 190 1
36 35 1
36 34 1
36 33 1
36 32 1
36 31 1
36 30 1
36 29 1
36 28 1
36 23 1
36 22 1
36 21 1
36 10 1
36 8 1
36 6 1
37 52 1
37 67 1
37 82 1
37 97 1
37 50 1
37 63 1
37 76 1
37 89 1
37 102 1
37 115 1
37 128 1
37 141 1
37 154 1
37 38 1
37 39 1
37 40 1
37 41 1
37 51 1
37 65 1
37 79 1
37 93 1
37 107 1
37 121 1
37 135 1
37 149 1
37 163 1
37 177 1
37 191 1
37 36 1
37 35 1
37 34 1
37 33 1
37 32 1
37 31 1
37 30 1
37 29 1
37 28 1
37 24 1
37 23 1
37 22 1
37 11 1
37 9 1
37 7 1
38 53 1
38 68 1
38 83 1
38 51 1
38 64 1
38 77 1
38 90 1
38 103 1
38 116 1
38 129 1
38 142 1
38 155 1
38 168 1
38 39 1
38 40 1
38 41 1
38 52 1
38 66 1
38 80 1
38 94 1
38 108 1
38 122 1
38 136 1
38 150 1
38 164 1
38 178 1
38 192 1
38 37 1
38 36 1
38 35 1
38 34 1
38 33 1
38 32 1
38 31 1
38 30 1
38 29 1
38 28 1
38 25 1
38 24 1
38 23 1
38 12 1
38 10 1
38 8 1
39 54 1
39 69 1
39 52 1
39 65 1
39 78 1
39 91 1
39 104 1
39 117 1
39 130 1
39 143 1
39 156 1
39 169 1
39 182 1
39 40 1
39 41 1
39 53 1
39 67 1
39 81 1
39 95 1
39 109 1
39 123 1
39 137 1
39 151 1
39 165 1
39 179 1
39 193 1
39 38 1
39 37 1
39 36 1
39 35 1
39 34 1
39 33 1
39 32 1
39 31 1
39 30 1
39 29 1
39 28 1
39 26 1
39 25 1
39 24 1
39 13 1
39 11 1
39 9 1
40 55 1
40 53 1
40 66 1
40 79 1
40 92 1
40 105 1
40 118 1
40 131 1
40 144 1
40 157 1
40 170 1
40 183 1
40 41 1
40 54 1
40 68 1
40 82 1
40 96 1
40 110 1
40 124 1
40 138 1
40 152 1
40 166 1
40 180 1
40 194 1
40 39 1
40 38 1
40 37 1
40 36 1
40 35 1
40 34 1
40 33 1
40 32 1
40 31 1
40 30 1
40 29 1
40 28 1
40 27 1
40 26 1
40 25 1
40 12 1
40 10 1
41 54 1
41 67 1
41 80 1
41 93 1
41 106 1
41 119 1
41 132 1
41 145 1
41 158 1
41 171 1
41 184 1
41 55 1
41 69 1
41 83 1
41 97 1
41 111 1
41 125 1
41 139 1
41 153 1
41 167 1
41 181 1
41 195 1
41 40 1
41 39 1
41 38 1
41 37 1
41 36 1
41 35 1
41 34 1
41 33 1
41 32 1
41 31 1
41 30 1
41 29 1
41 28 1
41 27 1
41 26 1
41 13 1
41 11 1
42 57 1
42 72 1
42 87 1
42 102 1
42 117 1
42 132 1
42 147 1
42 162 1
42 177 1
42 192 1
42 43 1
42 44 1
42 45 1
42 46 1
42 47 1
42 48 1
42 49 1
42 50 1
42 51 1
42 52 1
42 53 1
42 54 1
42 55 1
42 56 1
42 70 1
42 84 1
42 98 1
42 112 1
42 126 1
42 140 1
42 154 1
42 168 1
42 182 1
42 29 1
42 28 1
42 16 1
42 14 1
42 3 1
42 0 1
43 58 1
43 73 1
43 88 1
43 103 1
43 118 1
43 133 1
43 148 1
43 163 1
43 178 1
43 193 1
43 56 1
43 44 1
43 45 1
43 46 1
43 47 1
43 48 1
43 49 1
43 50 1
43 51 1
43 52 1
43 53 1
43 54 1
43 55 1
43 57 1
43 71 1
43 85 1
43 99 1
43 113 1
43 127 1
43 141 1
43 155 1
43 169 1
43 183 1
43 42 1
43 30 1
43 29 1
43 28 1
43 17 1
43 15 1
43 4 1
43 1 1
44 59 1
44 74 1
44 89 1
44 104 1
44 119 1
44 134 1
44 149 1
44 164 1
44 179 1
44 194 1
44 57 1
44 70 1
44 45 1
44 46 1
44 47 1
44 48 1
44 49 1
44 50 1
44 51 1
44 52 1
44 53 1
44 54 1
44 55 1
44 58 1
44 72 1
44 86 1
44 100 1
44 114 1
44 128 1
44 142 1
44 156 1
44 170 1
44 184 1
44 43 1
44 42 1
44 31 1
44 30 1
44 29 1
44 18 1
44 16 1
44 14 1
44 5 1
44 2 1
45 60 1
45 75 1
45 90 1
45 105 1
45 120 1
45 135 1
45 150 1
45 165 1
45 180 1
45 195 1
45 58 1
45 71 1
45 84 1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
45 51 1
45 52 1
45 53 1
45 54 1
45 55 1
45 59 1
45 73 1
45 87 1
45 101 1
45 115 1
45 129 1
45 143 1
45 157 1
45 171 1
45 185 1
45 44 1
45 43 1
45 42 1
45 32 1
45 31 1
45 30 1
45 19 1
45 17 1
45 15 1
45 6 1
45 3 1
45 0 1
46 61 1
46 76 1
46 91 1
46 106 1
46 121 1
46 136 1
46 151 1
46 166 1
46 181 1
46 59 1
46 72 1
46 85 1
46 98 1
46 47 1
46 48 1
46 49 1
46 50 1
46 51 1
46 52 1
46 53 1
46 54 1
46 55 1
46 60 1
46 74 1
46 88 1
46 102 1
46 116 1
46 130 1
46 144 1
46 158 1
46 172 1
46 186 1
46 45 1
46 44 1
46 43 1
46 42 1
46 33 1
46 32 1
46 31 1
46 20 1
46 18 1
46 16 1
46 7 1
46 4 1
46 1 1
47 62 1
47 77 1
47 92 1
47 107 1
47 122 1
47 137 1
47 152 1
47 167 1
47 60 1
47 73 1
47 86 1
47 99 1
47 112 1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
47 53 1
47 54 1
47 55 1
47 61 1
47 75 1
47 89 1
47 103 1
47 117 1
47 131 1
47 145 1
47 159 1
47 173 1
47 187 1
47 46 1
47 45 1
47 44 1
47 43 1
47 42 1
47 34 1
47 33 1
47 32 1
47 21 1
47 19 1
47 17 1
47 8 1
47 5 1
47 2 1
48 63 1
48 78 1
48 93 1
48 108 1
48 123 1
48 138 1
48 153 1
48 61 1
48 74 1
48 87 1
48 100 1
48 113 1
48 126 1
48 49 1
48 50 1
48 51 1
48 52 1
48 53 1
48 54 1
48 55 1
48 62 1
48 76 1
48 90 1
48 104 1
48 118 1
48 132 1
48 146 1
48 160 1
48 174 1
48 188 1
48 47 1
48 46 1
48 45 1
48 44 1
48 43 1
48 42 1
48 35 1
48 34 1
48 33 1
48 22 1
48 20 1
48 18 1
48 9 1
48 6 1
48 3 1
49 64 1
49 79 1
49 94 1
49 109 1
49 124 1
49 139 1
49 62 1
49 75 1
49 88 1
49 101 1
49 114 1
49 127 1
49 140 1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
49 55 1
49 63 1
49 77 1
49 91 1
49 105 1
49 119 1
49 133 1
49 147 1
49 161 1
49 175 1
49 189 1
49 48 1
49 47 1
49 46 1
49 45 1
49 44 1
49 43 1
49 42 1
49 36 1
49 35 1
49 34 1
49 23 1
49 21 1
49 19 1
49 10 1
49 7 1
49 4 1
50 65 1
50 80 1
50 95 1
50 110 1
50 125 1
50 63 1
50 76 1
50 89 1
50 102 1
50 115 1
50 128 1
50 141 1
50 154 1
50 51 1
50 52 1
50 53 1
50 54 1
50 55 1
50 64 1
50 78 1
50 92 1
50 106 1
50 120 1
50 134 1
50 148 1
50 162 1
50 176 1
50 190 1
50 49 1
50 48 1
50 47 1
50 46 1
50 45 1
50 44 1
50 43 1
50 42 1
50 37 1
50 36 1
50 35 1
50 24 1
50 22 1
50 20 1
50 11 1
50 8 1
50 5 1
51 66 1
51 81 1
51 96 1
51 111 1
51 64 1
51 77 1
51 90 1
51 103 1
51 116 1
51 129 1
51 142 1
51 155 1
51 168 1
51 52 1
51 53 1
51 54 1
51 55 1
51 65 1
51 79 1
51 93 1
51 107 1
51 121 1
51 135 1
51 149 1
51 163 1
51 177 1
51 191 1
51 50 1
51 49 1
51 48 1
51 47 1
51 46 1
51 45 1
51 44 1
51 43 1
51 42 1
51 38 1
51 37 1
51 36 1
51 25 1
51 23 1
51 21 1
51 12 1
51 9 1
51 6 1
52 67 1
52 82 1
52 97 1
52 65 1
52 78 1
52 91 1
52 104 1
52 117 1
52 130 1
52 143 1
52 156 1
52 169 1
52 182 1
52 53 1
52 54 1
52 55 1
52 66 1
52 80 1
52 94 1
52 108 1
52 122 1
52 136 1
52 150 1
52 164 1
52 178 1
52 192 1
52 51 1
52 50 1
52 49 1
52 48 1
52 47 1
52 46 1
52 45 1
52 44 1
52 43 1
52 42 1
52 39 1
52 38 1
52 37 1
52 26 1
52 24 1
52 22 1
52 13 1
52 10 1
52 7 1
53 68 1
53 83 1
53 66 1
53 79 1
53 92 1
53 105 1
53 118 1
53 131 1
53 144 1
53 157 1
53 170 1
53 183 1
53 54 1
53 55 1
53 67 1
53 81 1
53 95 1
53 109 1
53 123 1
53 137 1
53 151 1
53 165 1
53 179 1
53 193 1
53 52 1
53 51 1
53 50 1
53 49 1
53 48 1
53 47 1
53 46 1
53 45 1
53 44 1
53 43 1
53 42 1
53 40 1
53 39 1
53 38 1
53 27 1
53 25 1
53 23 1
53 11 1
53 8 1
54 69 1
54 67 1
54 80 1
54 93 1
54 106 1
54 119 1
54 132 1
54 145 1
54 158 1
54 171 1
54 184 1
54 55 1
54 68 1
54 82 1
54 96 1
54 110 1
54 124 1
54 138 1
54 152 1
54 166 1
54 180 1
54 194 1
54 53 1
54 52 1
54 51 1
54 50 1
54 49 1
54 48 1
54 47 1
54 46 1
54 45 1
54 44 1
54 43 1
54 42 1
54 41 1
54 40 1
54 39 1
54 26 1
54 24 1
54 12 1
54 9 1
55 68 1
55 81 1
55 94 1
55 107 1
55 120 1
55 133 1
55 146 1
55 159 1
55 172 1
55 185 1
55 69 1
55 83 1
55 97 1
55 111 1
55 125 1
55 139 1
55 153 1
55 167 1
55 181 1
55 195 1
55 54 1
55 53 1
55 52 1
55 51 1
55 50 1
55 49 1
55 48 1
55 47 1
55 46 1
55 45 1
55 44 1
55 43 1
55 42 1
55 41 1
55 40 1
55 27 1
55 25 1
55 13 1
55 10 1
56 71 1
56 86 1
56 101 1
56 116 1
56 131 1
56 146 1
56 161 1
56 176 1
56 191 1
56 57 1
56 58 1
56 59 1
56 60 1
56 61 1
56 62 1
56 63 1
